ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
1_18-10-2015;BRINDIS;4;2 años;56;M.GOMES;ROMANA ALTA;M.J.PEREZ;1;Hipódromo LA ZARZUELA;1400;HIERBA
1_18-10-2015;DESTINO CANARIAS;1;2 años;56;B.FAYOS;GRUPO BOLAÑOS GRAN CANARIA;A.REMOLINA;4;Hipódromo LA ZARZUELA;1400;HIERBA
1_18-10-2015;MERON;3;2 años;56;V.JANACEK;ROCIO;G.ARIZKORRETA;7;Hipódromo LA ZARZUELA;1400;HIERBA
1_18-10-2015;NADER;2;2 años;56;J.L.MARTINEZ;REZA PAZOOKI;F.RODRIGUEZ;6;Hipódromo LA ZARZUELA;1400;HIERBA
1_18-10-2015;SWEET WINTER;6;2 años;56;A.GOMEZ;PINCAL;M.A.MARIN;3;Hipódromo LA ZARZUELA;1400;HIERBA
1_18-10-2015;AMARA;5;2 años;54,5;J.L.BORREGO;CENTRO;M.A.MARIN;2;Hipódromo LA ZARZUELA;1400;HIERBA
1_18-10-2015;AVILA;99;2 años;54,5;M.SECCI;JUAN PEINADO;A.IMAZ C.;5;Hipódromo LA ZARZUELA;1400;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2_18-10-2015;KIRILOVICH;6;5 años;62;V.JANACEK;KAELA;R.MARTIN V.;6;Hipódromo LA ZARZUELA;2800;HIERBA
2_18-10-2015;LA BOPPERIA;3;5 años;61,5;J.L.BORREGO;BOLAK;M.AUGELLI;4;Hipódromo LA ZARZUELA;2800;HIERBA
2_18-10-2015;PENDENCIERO (USA);99;8 años;60,5;N.DE JULIAN (59,5);LAS ANGELES;A.NUÑEZ;2;Hipódromo LA ZARZUELA;2800;HIERBA
2_18-10-2015;MALOS PELOS;1;4 años;59;J.L.MARTINEZ;ARTEMIS;J.LOPEZ;3;Hipódromo LA ZARZUELA;2800;HIERBA
2_18-10-2015;TAFADHALI;5;7 años;58,5;A.J.GRATEROL;LAJORQUIN;J.MARTINEZ;7;Hipódromo LA ZARZUELA;2800;HIERBA
2_18-10-2015;OROPENDOLA;2;3 años;58;B.FAYOS;LOS ESPARTANOS;M.HERNANDEZ;5;Hipódromo LA ZARZUELA;2800;HIERBA
2_18-10-2015;SINNIEVA (FR);4;5 años;52,5;M.GOMES;ZURRAQUIN;M.HERNANDEZ;1;Hipódromo LA ZARZUELA;2800;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
3_18-10-2015;DION CASIO;7;3 años;58;B.FAYOS;DUQUE DE ALBURQUERQUE;J.M.OSORIO;8;Hipódromo LA ZARZUELA;1600;HIERBA
3_18-10-2015;PIQUIO (FR);3;3 años;58;M.GOMES;HISPANICA;O.ANAYA;7;Hipódromo LA ZARZUELA;1600;HIERBA
3_18-10-2015;MIND THE GAP;2;3 años;57;A.GOMEZ;ODISEA;A.CARRASCO;1;Hipódromo LA ZARZUELA;1600;HIERBA
3_18-10-2015;BUSTURIA (IRE);4;3 años;55;V.JANACEK;SAN MAMES;G.ARIZKORRETA;6;Hipódromo LA ZARZUELA;1600;HIERBA
3_18-10-2015;URGULL;1;3 años;53;J.L.BORREGO (54);AREVACOS;A.CARRASCO;4;Hipódromo LA ZARZUELA;1600;HIERBA
