ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
1_04/10/2015;PEPHERMO (IRE);1;2 años;58;M.SECCI;MARTUL;A.IMAZ C;4;Hipódromo LA ZARZUELA;1500;HIERBA
1_04/10/2015;OURANYS (FR);3;2 años;56,5;B.FAYOS;SAFSAF;F.RODRIGUEZ;3;Hipódromo LA ZARZUELA;1500;HIERBA
1_04/10/2015;SUN BABYSUN (FR);4;2 años;56,5;J.L.BORREGO (B.Roja);SAFSAF;F.RODRIGUEZ;1;Hipódromo LA ZARZUELA;1500;HIERBA
1_04/10/2015;NOCTALIA (FR);2;2 años;55;V.JANACEK;CLAVILEÑO;G.ARIZKORRETA;2;Hipódromo LA ZARZUELA;1500;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2_04/10/2015;ARNULFO;5;3 años;57;J.CROCQUEVIEILLE;ATERPE;G.ARIZKORRETA;7;Hipódromo LA ZARZUELA;1600;HIERBA
2_04/10/2015;CHARMING STAR;7;3 años;57;E.J.ARGUINZONES;MAGAÑA;C.FERNANDEZ;2;Hipódromo LA ZARZUELA;1600;HIERBA
2_04/10/2015;EL IMPUESTAZO;9;3 años;57;J.L.BORREGO;LA TIMBA MULTIPROPIED.;J.LOPEZ;6;Hipódromo LA ZARZUELA;1600;HIERBA
2_04/10/2015;HANIBAL;99;3 años;57;N.DE JULIAN;CALVENTE CHECA;J.J.CHAVARRIAS;10;Hipódromo LA ZARZUELA;1600;HIERBA
2_04/10/2015;INFINITO;6;3 años;57;B.FAYOS;VIGURIA;J.M.OSORIO;9;Hipódromo LA ZARZUELA;1600;HIERBA
2_04/10/2015;IVAN EL TERRIBLE;3;3 años;57;M.SECCI;ARTEMIS;J.LÓPEZ;5;Hipódromo LA ZARZUELA;1600;HIERBA
2_04/10/2015;JELES SPIRIT;99;3 años;57;A.J.GRATEROL;RIO CUBAS;O.ANAYA;4;Hipódromo LA ZARZUELA;1600;HIERBA
2_04/10/2015;LAUJAR;1;3 años;57;M.GOMES;ZURRAQUIN;M.HERNANDEZ;8;Hipódromo LA ZARZUELA;1600;HIERBA
2_04/10/2015;MIND THE GAP;2;3 años;57;A.GOMEZ;ODISEA;A.CARRASCO;11;Hipódromo LA ZARZUELA;1600;HIERBA
2_04/10/2015;SUEVO;8;3 años;57;G.MADERO;TIZIANO;J.L.MAROTO;3;Hipódromo LA ZARZUELA;1600;HIERBA
2_04/10/2015;BUSTURIA (IRE);4;3 años;55,5;V.JANACEK;SAN MAMES;G.ARIZKORRETA;1;Hipódromo LA ZARZUELA;1600;HIERBA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
3_04/10/2015;CIRIACO;2;5 años;69;SR PINEDA,G.;MARBELLA;G.ARIZKORRETA;5;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;TAPON DE ORO;3;4 años;69;SRTA HIDALGO,S. (66);ZURRAQUIN;M.HERNANDEZ;4;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;HAPPY FEW (GB);6;7 años;67;SR AGUILERA,R.;AREQUIPA;R.H.HUAYAS;10;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;INHERITED (GB);8;5 años;67;SR SARABIA,D. (65);RIO CUBAS;O.ANAYA;2;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;PANACEA (GB);9;8 años;66,5;SRTA PEREZ,C. (63,5);EL SABLE;E.PUENTE;1;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;KIRILOVICH;5;5 años;66;SR MARTIN A, R.;KAELA;R.MARTIN V;9;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;BILBO(FR);10;8 años;65;SR GREDILLA,P. (63);RIO AULENCIA;V.B.BUDA;6;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;GIGGOLO STAR;4;6 años;64;SR CARMENA, M.;EL TACO;M.AUGELLI;3;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;LINCE (GB);1;8 años;64;SR MELGAREJO,I. (62);ADELAI;F.RODRIGUEZ;11;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;SYRILLUS (IRE);11;9 años;64;SR ROSET,A.;ZEZINHO;J.C.CERQUEIRA;12;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;MITRA;7;5 años;63,5;SRTA BUESA,C.;MAGICA;M.AUGELLI;8;Hipódromo LA ZARZUELA;1800;HIERBA
3_04/10/2015;FIGUEIRAS;99;5 años;62,5;SRTA LIM,E. (57,5);PATITAS;S.SARRIAS;7;Hipódromo LA ZARZUELA;1800;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
4_04/10/2015;ALABARDA;6;5 años;62;I.BORREGO;IL PADRINO;J.LOPEZ;12;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;URGULL;1;3 años;62;J.L.BORREGO;AREVACOS;A. CARRASCO;8;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;CORTIZADA;7;4 años;61,5;V.JANACEK;SAMALASSA;B.J.RECIO;10;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;DESEADO;5;6 años;61;N.GARCIA;SUREÑA;J.A.RODRIGUEZ;2;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;MR KOTEI (IRE);3;3 años;60,5;B.FAYOS;ALTAMIRA;A.NUÑEZ;7;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;TI FARO VEDERE IO (ITY);2;4 años;60;M.SECCI;SCUD. TOSCANA;M.AUGELLI;11;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;FIRST MOVE (GB);12;5 años;59;A.J.GRATEROL;EACHWAY;A.SANCHEZ C;1;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;SILVERWAGON;4;4 años;58;A.GOMEZ;IGKAMAR;R.QUEREDA;5;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;THE LAST ONE;9;4 años;57;H.PEREIRA;AGRO CARVALHO;I.MENDES;9;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;PETROSIAN;11;3 años;56,5;M.GOMES;COMANSI;C.FERNANDEZ;6;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;LEY DE LEYES (FR);8;7 años;52;E.J.ARGUINZONES;EL SABLE;E.PUENTE;4;Hipódromo LA ZARZUELA;1400;HIERBA
4_04/10/2015;LIBERALIA;10;6 años;51;N.DE JULIAN (54);BUELNA EQUII;D. DEL BARRIO;3;Hipódromo LA ZARZUELA;1400;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
5_04/10/2015;CLAVILEÑO;3;3 años;60;J.L.BORREGO;ODISEA;A.CARRASCO;6;Hipódromo LA ZARZUELA;2200;HIERBA
5_04/10/2015;ALARAZ;2;3 años;57;J.CROCQUEVIEILLE;CLARET;G.ARIZKORRETA;3;Hipódromo LA ZARZUELA;2200;HIERBA
5_04/10/2015;MADRILEÑO (GB);1;3 años;57;V.JANACEK;POPULAR;G.ARIZKORRETA;2;Hipódromo LA ZARZUELA;2200;HIERBA
