ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
1_06-12-2015;MAWALA;2;3;60;B. FAYOS;PALOMARES;J.A. RODRIGUEZ;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;2200;HIERBA
1_06-12-2015;ARNULFO;4;3;56;V. JANACEK;ATERPE;G. ARIZKORRETA;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;2200;HIERBA
1_06-12-2015;SEJANO;3;3;56;A.J GRATEROL;DUQUE DE ALBURQUERQUE;J.M. OSORIO;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;2200;HIERBA
1_06-12-2015;STEEVO (IRE);1;3;56;M. GOMES;O TORRON;T. MARTINS;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;2200;HIERBA
1_06-12-2015;VICARAGE (IRE);5;3;56;E.J. ARGUINZONES;LAS AGUILAS;E. IVANOVA;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;2200;HIERBA
1_06-12-2015;YA VEREMOS;6;3;56;J. GELABERT (53,5);AFRICA;J.M. OSORIO;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;2200;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
2_06-12-2015;ANDALUCIA;3;4;62;J. GELABERT (59,5);POPULAR;G. ARIZKORRETA;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
2_06-12-2015;CIRIACO;1;5;60,5;V. JANACEK;MARBELLA;G. ARIZKORRETA;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
2_06-12-2015;OREGON;2;4;60,5;B. FAYOS;YEGUADA CORTIÑAL;J.A. RODRIGUEZ;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
2_06-12-2015;EROS WELLS;4;4;57,5;M.A. NARVAEZ;EKI;D. DEL BARRIO;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
2_06-12-2015;IRAIZOTZ;5;8;57,5;D. FERREIRA (58);FERNANDO FERREIRA;I. MENDES;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;;HIPODROMO;DISTANCIA;PISTA
3_06-12-2015;REY DE LA PLATA;1;5;62;V. JANACEK;E. PEREZ GUZMAN;J.A. RODRIGUEZ;10;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
3_06-12-2015;HAIL PROMENADER (IRE);8;9;58;E.J. ARGUINZONES;LAS AGUILAS;E. IVANOVA;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
3_06-12-2015;MITRA;6;5;58;A.J GRATEROL;MAGICA;M. AUGELLI;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
3_06-12-2015;DEL COSSA (FR);2;7;56,5;J.L MARTINEZ;LAS CADENAS;I. LOPEZ;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
3_06-12-2015;DION CASIO;3;3;55;M. GOMES;CEJUELA;J.J. CHAVARRIAS;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
3_06-12-2015;WINKL SIDE;5;5;55;B. FAYOS;HISPANICA;O. ANAYA;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
3_06-12-2015;JUAN DANIEL;4;6;54;A. GOMEZ;JEREZANA;J. CALDERON;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
3_06-12-2015;BIPOLAR;9;7;53;G. MADERO;BEST OF CAFÉ;C. VIDINHA;8;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
3_06-12-2015;BORYSTHENE (FR);10;7;52,5;SRTA. GELABERT, L. (51);RESTAURANTE JASMIN;H. PEREIRA;9;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
3_06-12-2015;EBEON;7;4;51,5;J. GELABERT (49,5);NANINA;J. CALDERON;7;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
4_06-12-2015;SAMSARA;3;6;62;B. FAYOS;STAND CARMO;I. MENDES;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
4_06-12-2015;LADY CINZA;5;3;60,5;C.A. LOAIZA;EL BRUJO;J. CALDERON;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
4_06-12-2015;NACHO;6;3;60,5;SRTA. ALONSO, B. (59);L Y J.A ALONSO;J. LOPEZ;9;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
4_06-12-2015;INNUENDO (FR);4;4;60;M.GOMES;CELV;I. MENDES;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
4_06-12-2015;LA MILAGROSA (FR);11;4;60;SRTA. GELABERT, L. (58,5);AREVACOS;M. AUGELLI;11;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
4_06-12-2015;HORSETRAKER (GB);8;3;59;M.A. NARVAEZ;SOÑADOR;I. LOPEZ;7;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
4_06-12-2015;LUNA BRUNA (FR);7;8;58;G. MADERO;CARLOS ALVES;C. ALVES;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
4_06-12-2015;FAVOURITE GIRL (POR);10;5;57;A.G. DELGADO (B. BLANCA);CARLOS ALVES;C. ALVES;10;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
4_06-12-2015;DALAN REY (IRE);2;4;56;E.J. ARGUINZONES;LUCHANA;I. LOPEZ;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
4_06-12-2015;SIR ALFIL;1;6;54,5;V. JANACEK (55,5);AJEDREZ RACING;B. RAMA;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
4_06-12-2015;EUROPAMPLONA;9;6;51;J. GELABERT (49);JOLAM;O. ANAYA;8;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
5_06-12-2015;KIRI SUNRISE (IRE);5;2;56,5;M.A. NARVAEZ;SOÑADOR;I. LOPEZ;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1300;HIERBA
5_06-12-2015;KOMEDY (IRE);4;2;56,5;J.L MARTINEZ;ROBERTO COCHETEUX;M. ALVAREZ;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1300;HIERBA
5_06-12-2015;AVENUE DARGENT (FR);2;2;55,5;A.J. GRATEROL (B.BLANCA);ROBERTO COCHETEUX;J.M. OSORIO;8;Gran Hipódromo de Andalucía Javier Piñar Hafner;1300;HIERBA
5_06-12-2015;FAST CAT (IRE);6;2;55,5;M. GOMES;NOSSA SENHORA DO VAL;H. PEREIRA;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;1300;HIERBA
5_06-12-2015;FORCE AWAKENS (IRE);1;2;55,5;B. FAYOS;TINERFE;O. ANAYA;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1300;HIERBA
5_06-12-2015;TARA'S QUEST (GB);7;2;55,5;J. GELABERT;SARA FERVENZA;H. PEREIRA;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1300;HIERBA
