ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
1_26-11-2015;KUKALA;5;3;62;SR. PINEDA, G. (62,5);CELSO MENDEZ;M. ALVAREZ;7;Gran Hipódromo de Andalucía Javier Piñar Hafner;1200;ARENA
1_26-11-2015;FLY BY NIGHT;6;3;60;SRTA. LOPEZ L., D.;SOÑADOR;J. SALGUERO;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1200;ARENA
1_26-11-2015;KHALAAS (GB);1;3;60;SR. SARABIA, D. (62);TINERFE;O. ANAYA;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1200;ARENA
1_26-11-2015;BUSTURIA;2;3;59,5;SRTA. BUESA, C.;POPULAR;G. ARIZKORRETA;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;1200;ARENA
1_26-11-2015;ODIN;9;3;59;SR. SALGUERO, C.M. (57);LOS MELLIZOS;M. ALVAREZ;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1200;ARENA
1_26-11-2015;STEEVO (IRE);4;3;59;SR. CAMPO, E. (60);O TORRON;T. MARTINS;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1200;ARENA
1_26-11-2015;TALENTUM (GB);3;3;59;SR. HERMOSILLA, A. (58);NANINA;J. CALDERON;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1200;ARENA
1_26-11-2015;ACQUITTAL (GB);7;3;57,5;SRTA. ALONSO, B. (55,5);MALLOW GRAN CANARIA;I. LOPEZ;8;Gran Hipódromo de Andalucía Javier Piñar Hafner;1200;ARENA
1_26-11-2015;STORMY RED (FR);8;3;57,5;SRTA. MORENO, O. (55,5) (B. ROJA);CELSO MENDEZ;M. ALVAREZ;9;Gran Hipódromo de Andalucía Javier Piñar Hafner;1200;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
2_26-11-2015;ALABARDA;5;5;62;V. JANACEK;IL PADRINO;J. LOPEZ;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
2_26-11-2015;EL AFRICANO;1;8;61;N. DE JULIAN (60);LAS AGUILAS;E. IVANOVA;9;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
2_26-11-2015;CARAMELO (GB);8;5;61;J.J. SALGUERO;VIENTOS DEL SUR;J. SALGUERO;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
2_26-11-2015;ASTURIA (GER);7;3;59,5;A.GOMEZ;NEO;M. ALVAREZ;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
2_26-11-2015;DALAN REY (IRE);6;4;58,5;E.J. ARGUINZONES;LUCHANA;I. LOPEZ;7;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
2_26-11-2015;HUERTA GRANDE (FR);4;4;58;F. ALVARADO;CASTILLO DE CHARETA;T. MARTINS;8;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
2_26-11-2015;THE LAST ONE;2;4;57,5;R. SOUSA;AGRO CARVALHO;I. MENDES;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
2_26-11-2015;KUBOKI (FR);9;4;56;A.G. DELGADO;HELIZABEL;J. SALGUERO;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
2_26-11-2015;CIUDADANO KANE;3;5;54,5;M. GOMES;TURF LA GARE;J. LOPEZ;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
3_26-11-2015;NAFAR (GER);6;7;62;J. GELABERT (60);SILVER;I. MENDES;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_26-11-2015;EMPERORS SONG (IRE);9;4;61;M. GOMES;RIO CUBAS;O. ANAYA;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_26-11-2015;HAIL PROMENADER (IRE);7;9;61;E.J. ARGUINZONES;LAS AGUILAS;E. IVANOVA;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_26-11-2015;DUBROVNIK;2;5;60;R. SOUSA;YEGUADA LAS CUEVAS;J. CALDERON;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_26-11-2015;DUBAI SPRING (USA);1;6;59,5;N. DE JULIAN (58,5);ZEZINHO;J.C. CERQUEIRA;9;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_26-11-2015;ARGOS;3;5;58,5;V. JANACEK;BARREIROS;D. DEL BARRIO;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_26-11-2015;GARAJONAY (FR);5;6;58;G. MADERO;EL SABLE;E. PUENTE;7;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_26-11-2015;CAPEARTH (IRE);8;5;57;A.G. DELGADO (B. ROJA);EL SABLE;E. PUENTE;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_26-11-2015;DIM DAM;4;4;56;A. GOMEZ;CASTIZA;J. LOPEZ;8;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
4_26-11-2015;MALYSIEUSE (FR);8;5;62;SR. CAMPO, E. (60,5);QUINTA SANTA JUSTA;C. VIDINHA;8;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_26-11-2015;SANTILLANA;10;6;61;R. SOUSA;CELV;I. MENDES;7;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_26-11-2015;MOONLIGHT RUN;7;5;60,5;J.J. SALGUERO;YANKEE RACING;J. SALGUERO;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_26-11-2015;SCHEME OF THE MOON (FR);6;3;59;C.A. LOAIZA (B. VERDE);QUINTA SANTA JUSTA;C. VIDINHA;9;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_26-11-2015;BALTAZAR (IRE);2;4;59;A.J. GRATEROL;BARREIROS;D. DEL BARRIO;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_26-11-2015;FIRST MOVE (GB);1;5;58,5;E.J. ARGUINZONES;EACHWAY;A. SANCHEZ. C;10;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_26-11-2015;CINNAMON CRESCENT (FR);4;5;58,5;M. GOMES;EL BRUJO;J. CALDERON;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_26-11-2015;YES WE COULD (FR);3;8;57,5;J. GELABERT (55,5) (B. AZUL);CELV;I. MENDES;11;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_26-11-2015;BELGE MENCI (GER);5;4;57,5;V. JANACEK;MAGICA;M. AUGELLI;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_26-11-2015;CORTIZADA;11;4;57,5;R. RAMOS;SAMALASSA;B. RECIO;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_26-11-2015;HORSETRAKER (GB);9;3;57,5;SRTA. LOPEZ L., D.;SOÑADOR;I. LOPEZ;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
5_26-11-2015;HISPANICO;2;4;66;SR. SARABIA, D.;HISPANICA;O. ANAYA;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;2100;ARENA
5_26-11-2015;ARTESA (GB);5;5;61,5;V. JANACEK;KARICATO;M. AUGELLI;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;2100;ARENA
5_26-11-2015;AL TROPICAL;1;5;61;R. SOUSA;PALOMARES;J.A. RODRIGUEZ;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;2100;ARENA
5_26-11-2015;BIPOLAR;6;7;56;M. GOMES;BEST OF CAFÉ;I. MENDES;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;2100;ARENA
5_26-11-2015;GIGGOLO STAR;4;6;54;E.J. ARGUINZONES;EL TACO;M. AUGELLI;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;2100;ARENA
5_26-11-2015;PETROSIAN;3;3;51;J. GELABERT (49);COMANSI;C. FERNANDEZ B.;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;2100;ARENA
;;;;;;;;;;;
