;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
1_20-05-2012;ABDEL (FR);1;4 años;63;J.CROCQUEVIEILLE;DUQUE DE ALBURQUERQUE;OSORIO, J.M.;5;Hipódromo LA ZARZUELA;1800;HIERBA
1_20-05-2012;DOENDE;99;6 años;63;C.FERNANDEZ (60);RIO CUBAS;FERNANDEZ R., J.C.;1;Hipódromo LA ZARZUELA;1800;HIERBA
1_20-05-2012;DON FERNANDO HAB;4;4 años;63;E.MELIAN (60);VADILLO;CARRASCO, A.;2;Hipódromo LA ZARZUELA;1800;HIERBA
1_20-05-2012;TURRIALBA;3;5 años;63;J.GROSJEAN;INSTAGONZA;PEREZ, F.;3;Hipódromo LA ZARZUELA;1800;HIERBA
1_20-05-2012;BARONIA;2;5 años;61,5;V.JANACEK;L'ETOILE;SALAS, J.L. DE;4;Hipódromo LA ZARZUELA;1800;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2_20-05-2012;CARAMOON;1;2 años;58;O.O. DE URBINA;LUXEMBURGO;LOPEZ, R.;2;Hipódromo LA ZARZUELA;1000;HIERBA
2_20-05-2012;DUBROVNIK;2;2 años;58;B.FAYOS;YEGUADA LAS CUEVAS;CALDERON, J.;4;Hipódromo LA ZARZUELA;1000;HIERBA
2_20-05-2012;BABY COOKIE;3;2 años;57;V.JANACEK;REZA PAZOOKI;RODRIGUEZ, F.;1;Hipódromo LA ZARZUELA;1000;HIERBA
2_20-05-2012;BETTY;5;2 años;57;J.CROCQUEVIEILLE;YEGUADA MILAGRO;RODRIGUEZ, F.;5;Hipódromo LA ZARZUELA;1000;HIERBA
2_20-05-2012;MESENA;6;2 años;57;R.RAMOS;MADROÑOS;MARTIN V., R.;6;Hipódromo LA ZARZUELA;1000;HIERBA
2_20-05-2012;SHIRGITA;4;2 años;57;R.HUAYAS;CORRALEJO;HUAYAS, R.;3;Hipódromo LA ZARZUELA;1000;HIERBA
;;;;;;;;;;;
