ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
1_21-07-2012;BANBU (6,000);2;4;63;SR. GREDILLA, P.(ESP);ALBERO;J. C. FERNANDEZ;2;Hipódromo Costa de Sol;1800;ARENA
1_21-07-2012;DIXLESIO (IRE) (6,000);3;4;63;SR. MARTIN, R.(ESP);RIAS BAIXAS;R. LOPEZ;4;Hipódromo Costa de Sol;1800;ARENA
1_21-07-2012;JORDAN WATER (6,000);1;5;63;SR. SARABIA, D.(ESP);SAYAGO;G. ARIZCORRETA;3;Hipódromo Costa de Sol;1800;ARENA
1_21-07-2012;NOT SO BRIGHT (USA) (6,000);4;4;63;SR. ENNIS,M.(GB) (64);CASTILLO DE CHARETA;B. RAMA;5;Hipódromo Costa de Sol;1800;ARENA
1_21-07-2012;THE BELONGER (USA)(6,000);5;5;63;SR. PEREGO, F.(ITY);LISSELAN FARMS;A. R. ACOSTA;1;Hipódromo Costa de Sol;1800;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
2_21-07-2012;LAAZEM(IRE);4;5;63;SR. BENITEZ, D. (61);HNOS. GARCIA Y VEGA;O. ANAYA;5;Hipódromo Costa de Sol;1600;ARENA
2_21-07-2012;LINIBERTO(GB);99;7;61;SR. GREDILLA, P. (59);LA SETA DE CUBILLAS;G. ARIZKORRETA;4;Hipódromo Costa de Sol;1600;ARENA
2_21-07-2012;BLAISE TOWER(GB);3;6;58;F. ALVARADO;CASTILLO DE CHARETA;B. RAMA;1;Hipódromo Costa de Sol;1600;ARENA
2_21-07-2012;ALHAPRINCE (IRE);2;8;57;I. LOPEZ;LABERINTO;R. AON;2;Hipódromo Costa de Sol;1600;ARENA
2_21-07-2012;VRAIZEM;5;4;53;A. GOMEZ;TURF LA GARE;R. LOPEZ;3;Hipódromo Costa de Sol;1600;ARENA
2_21-07-2012;VICTOR'S BET;1;3;53;G. CARTER (53);BETVICTOR;P. HALEY;6;Hipódromo Costa de Sol;1600;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.;HIPODROMO;DISTANCIA;PISTA
3_21-07-2012;ESGUES;1;3;58;J. GROSJEAN;LA SUECA;J. C. LOPERA;6;Hipódromo Costa de Sol;2000;ARENA
3_21-07-2012;COCO PALM;7;3;56;I. LOPEZ;M & K RACING;B. RAMA;2;Hipódromo Costa de Sol;2000;ARENA
3_21-07-2012;EXPATBET(GB);99;3;55;G. CARTER;BETVICTOR;P. HALEY;1;Hipódromo Costa de Sol;2000;ARENA
3_21-07-2012;SINDARITA;4;3;55;J. L. MARTINEZ;BETICO;M. ALVAREZ;7;Hipódromo Costa de Sol;2000;ARENA
