3_21-07-2014;SUSPIRON(IRE);1;5;56;V.JANACEK;C.MAF;G.ARIZKORRETA;2;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
3_21-07-2014;WAXAHACHIE(GB);4;4;56;J.L.BORREGO;HOWDALE BLOODSTOCK;L.PHILLIPS;3;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JIINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
4_21-07-2014;AL TROPICAL;1;4;63;A.J. GRATEROL (61);C.SAN MARCIAL;J.M.BORREGO;11;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;DONOSTI(IRE);6;5;61;SR.AGUILERA R. (59,5);Y.LA LLANA;E.PUENTE;3;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;NEXT TO ME(IRE);4;3;61;O.O. DE URBINA;C.ALISARES;B.GELABERT;7;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;PASIEGA(IRE);8;5;61;J.L.BORREGO;C.ROBER;R.AVIAL;9;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;PUBLICREDIT(IRE);10;4;61;J.L.MARTINEZ;C.ALAI;A.IMAZ B;10;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;FISCHER;3;5;58;R.SOUSA (56);C.COMANSI;J.C.FERNANDEZ;5;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;LAMUZA;2;3;58;V.JANACEK;C.ATERPE;G.ARIZKORRETA;8;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;ASHDEUZO(FR);11;8;57;SR.GUTIERREZ V., A. (54);Y.BALBAS ALONSO;E.PUENTE;12;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;CROQUANTINE(FR);9;4;57;B.FAYOS;Y.ESCALONA;M.ALONSO;1;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;INDYKOVA;5;3;57;J.CROCQUEVIEILLE;C.SAN JOSE;T.CALLEJO;6;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;ARENILLAS;12;4;56;R.RAMOS;C.CALEJAÑA;E.PUENTE;2;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
4_21-07-2014;STRAWBERRYBANANA(FR);7;3;56;G.MADERO;C.DI BENISICHI;A.IMAZ C;4;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
5_21-07-2014;DEINONYCHUS(GB);5;3;56;J.L.BORREGO;HOWDALE BLOODSTOCK;L.PHILLIPS;5;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
5_21-07-2014;GLOBAL MATCH(IRE);4;3;56;G.MADERO;JUAN PEINADO;A.IMAZ C;4;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
5_21-07-2014;MADERA DE JEFE(GB);2;3;56;B.FAYOS;VIRGINIA WATERS;J.L.MAROTO;1;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
5_21-07-2014;NIQUEL(GB);3;3;56;V.JANACEK;Y.AGF;G.ARIZKORRETA;2;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
5_21-07-2014;TRAMAZALES(GB);1;3;56;O.O. DE URBINA;C.BERING;J.LOPEZ;3;HIPODROMO DE SAN SEBASTIAN;2200;HIERBA
