19/06/2011;;;;;;;;
Hipódromo LA ZARZUELA;;;;;;;;
;;;;;;;;
;;;;;;;;
1ª CARRERA;;1200 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;COEUR DE VIES (IRE);3;2 años;57;J.GROSJEAN;SAFSAF;DUREPAIRE, Y.;2
2;OBERON (IRE);5;2 años;57;J.L.BORREGO;ODISEA;DELCHER P., M.;5
3;SILENT HAB;4;2 años;57;J.C.CERQUEIRA;TADI;DIEZ,D.;3
4;VLADIMIR (IRE);1;2 años;57;B.FAYOS;CHICAGO;DELCHER S., M.;1
5;ARSALAN (GB);2;2 años;55;R.C.MONTENEGRO;REZA PAZOOKI;RODRIGUEZ, F.;4
6;GUMBO (GB);99;2 años;55;O.O. DE URBINA;LEVANTE;DUREPAIRE, Y.;6
;;;;;;;;
2ª CARRERA;;1200 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;CORCUBION;4;6 años;61;M.GOMES;PEREIRA S.A.T.;LOPERA, J.C.;8
2;WASHITA;5;4 años;60;R.RAMOS;ROMALU;RECIO, B.;4
3;MIL AZUL;2;3 años;59;F.LYNCH;YEGUADA URDIÑ-ORIYA;SALAS, J.L. DE;3
4;CARIOKA;3;3 años;57,5;J.L.BORREGO;YEGUADA CORTIÑAL;FERNANDEZ R., J.C.;1
5;VENTURA;7;3 años;57,5;J.L.MARTINEZ (B.Blanca);ROMALU;RECIO, B.;5
6;LIONEL STAR (FR);6;3 años;57;M.DIAZ;LOS HIERROS;PEREZ, M.J.;6
7;MAGNUM;8;3 años;56;V.JANACEK (B.Azul);YEGUADA CORTIÑAL;RODRIGUEZ, J.A.;2
8;RISBY (IRE);1;3 años;56;J.CROCQUEVIEILLE;VIGURIA;OSORIO, J.M.;7
;;;;;;;;
3ª CARRERA;;1800 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;CHICO DEL BARRIO (FR);5;4 años;62;J.C.CERQUEIRA;DANIEL ROSET;CALLEJO S., T;12
2;IRUÑA;1;3 años;61;J.GROSJEAN;SAFSAF;DUREPAIRE, Y.;7
3;NESKA (GB);10;3 años;61;J.CROCQUEVIEILLE;GONZALO HERNANDO-ABOIN;CARRASCO, A.;2
4;JUNKAL;9;5 años;60;E.MELIAN (58);GRAFIMAR;SANCHEZ, A.F.;6
5;ALFRED;3;5 años;59;J.HORCAJADA;CIELO DE MADRID;RODRIGUEZ, O.;3
6;LE COURLIS (FR);8;8 años;59;R.RAMOS;EL SWING;RECIO, B.;10
7;BLACK MOON (IRE);2;3 años;56;V.JANACEK;TRES Y MEDIO;VALENTI, B.;9
8;KALANDA;4;6 años;56;M.BORREGO;CENTRO;MARIN, M.A.;1
