09/10/2011;;;;;;;;
Hipódromo LA ZARZUELA;;;;;;;;
;;;;;;;;
1ª CARRERA;;1500 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;BAMBOLA;8;2 años;57;F.JIMENEZ;CALEJAÑA;FERNANDEZ R., J.C.;5
2;CASTELLANA;2;2 años;57;J.L.MARTINEZ;YEGUADA CORTIÑAL;FERNANDEZ R., J.C.;7
3;FEARSIDE;5;2 años;57;J.GROSJEAN;SAFSAF;RODRIGUEZ, F.;8
4;GALAXY;6;2 años;57;D.DELGADO;SAN JOSE;RODRIGUEZ, J.A.;2
5;INFINITY ONE;4;2 años;57;V.JANACEK;TRES Y MEDIO;VALENTI, B.;1
6;LUNCHSIDE;7;2 años;57;M.BORREGO (B.Roja);SAFSAF;RODRIGUEZ, F.;9
7;MARIA ANTONIETA;9;2 años;57;J.L.BORREGO;LA EXTREMEÑA;BORREGO, J.A.;6
8;SHE RULES (FR);3;2 años;57;J.CROCQUEVIEILLE;ZURRAQUIN;HERNANDEZ, M.;3
9;VRAIVITA;1;2 años;57;O.O. DE URBINA;LUXEMBURGO;LOPEZ, R.;4
;;;;;;;;
2ª CARRERA;;1500 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;ALFACAR;4;2 años;57;J.HORCAJADA;EL FARGUE;DELCHER S., M.;3
2;AZABACHE;3;2 años;57;O.O. DE URBINA;LOS TONELES;RODRIGUEZ, F.;1
3;DAKSIDE;2;2 años;57;J.GROSJEAN;SAFSAF;RODRIGUEZ, F.;5
4;GALILEUS;7;2 años;57;J.L.MARTINEZ;RIO CUBAS;FERNANDEZ R., J.C.;6
5;HAMELIN;8;2 años;57;F.JIMENEZ;YEGUADA MILITAR;ESPINOSA, J.P.;7
6;HELSINKI;5;2 años;57;A.GOMEZ (B.Blanca);YEGUADA MILITAR;ESPINOSA, J.P.;8
7;NUREDYN (FR);1;2 años;57;J.CROCQUEVIEILLE;ZURRAQUIN;HERNANDEZ, M.;2
8;PHUKET;6;2 años;57;J.E.JARCOVSKY;MARIA DE SALAS;SALAS, J.L. DE;4
;;;;;;;;
3ª CARRERA;;2200 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;TODT (FR);10;4 años;62;J.L.BORREGO;EL SABLE;PUENTE, E.;5
2;LE COURLIS (FR);3;8 años;62;R.RAMOS;EL SWING;RECIO, B.;15
3;VIREAL (FR);2;3 años;60;J.GROSJEAN;ALISARES;SANCHEZ C., A.;9
4;POPURRI (FR);5;5 años;60;J.C.CERQUEIRA;LAJORQUIN;LOPEZ, J.;2
5;DUCABA (FR);4;3 años;59;V.JANACEK;YEGUADA SAN ISIDRO;SALAS, J.L. DE;10
6;RAMALLAH;1;3 años;59;A.GOMEZ;ODISEA;GOMEZ, I.;8
7;NOVIZA (GB);6;3 años;58;J.CROCQUEVIEILLE;AFRICA;OSORIO, J.M.;1
8;RIVIERA DE SOU (FR);7;8 años;54;R.H.HUAYAS;MY OWN BUSINEES;MEDINA, C.;13
9;CARMENCHU;13;5 años;53;J.HORCAJADA (54,5);JEM;RODRIGUEZ, O.;3
10;ALDONZA (IRE);9;3 años;51;M.SECCI;SAN MAMES;LEON, E;4
11;GAMBERRO (IRE);8;3 años;51;M.GOMES;ZEBRA;FERNANDEZ R., J.C.;14
12;MAYDRIT SANTOS;14;3 años;51;J.CARBALLO (50);HOTELES SANTOS;PUENTE, E.;12
13;ELVIRA (IRE);15;3 años;50;E.MELIAN (51);TOLOSANA;GALDEANO R., F.;11
14;LEADER LADY;12;4 años;50;V.SANCHEZ (48,5);LAS AGUILAS;VILLARTA, G.;6
15;OJO DE HALCON (IRE);11;3 años;50;J.M.SANCHEZ C (49) (B.Roja);LAS AGUILAS;VILLARTA, G.;7
;;;;;;;;
4ª CARRERA;;2200 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;CALAMARGO (IRE);10;4 años;64;C.FERNANDEZ (62);JIMENA;SANCHEZ, A.F.;11
2;JIMMY FALABELLA (IRE);3;6 años;62;J.C.CERQUEIRA;C.D.H. LOS ASPIRANTES 2 TUMBOS;CALLEJO S., T;8
3;BARROCCO;11;5 años;59;E.MELIAN (57);LLAS;LOPEZ VALVERDE, J.A.;6
4;FRANCESCO CARA (FR);1;3 años;59;J.CROCQUEVIEILLE;SANTA BARBARA;CALLEJO S., T;2
5;LIONEL STAR (FR);2;3 años;58;J.L.BORREGO;LOS HIERROS;PEREZ, M.J.;9
6;DIAMANT DU SOLEIL (FR);4;3 años;57;F.JIMENEZ;CIELO DE MADRID;RODRIGUEZ, O.;3
7;LABRIT (GB);8;3 años;57;V.JANACEK;QUINTO REAL;ARIZKORRETA, G.;1
8;INDIAN BLUE (IRE);12;7 años;56;M.SECCI;YEGUADA MARQUES;PUENTE, E.;7
9;MENELDOR (IRE);7;3 años;56;O.O. DE URBINA;GONZALO HERNANDO-ABOIN;CARRASCO, A.;4
10;INDIAN LOU;5;4 años;55;J.L.MARTINEZ;TOLOSANA;GALDEANO R., F.;10
11;CRIS CROSS;9;4 años;55;J.HORCAJADA;TIZIANO;DELCHER S., M.;5
12;PERSICUS (GB);6;5 años;54;J.GROSJEAN;HISPANICA;RODRIGUEZ, F.;12
;;;;;;;;
5ª CARRERA;;1600 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;ARIETE ARROLLADOR (GB);2;4 años;58;J.L.BORREGO;ALBERO;ARIZKORRETA, G.;7
2;VOLAPIE;5;4 años;58;R.H.HUAYAS;ROMANA ALTA;PEREZ, M.J.;9
3;ABDEL (FR);1;3 años;56,5;J.CROCQUEVIEILLE;DUQUE DE ALBURQUERQUE;OSORIO, J.M.;3
4;BELLASIDE (IRE);3;4 años;56,5;J.L.MARTINEZ;GRUPO BOLAÑOS GRAN CANARIA;LEON, E;2
5;HANDS UP (FR);6;3 años;56,5;O.O. DE URBINA;NOSTRUM;MAROTO, J.L.;1
6;MIL AZUL;7;3 años;56,5;J.C.CERQUEIRA;YEGUADA URDIÑ-ORIYA;SALAS, J.L. DE;8
7;TIRION (USA);9;3 años;56,5;J.HORCAJADA;CHICAGO;DELCHER S., M.;5
8;VOLCANICO (IRE);8;3 años;56,5;J.GROSJEAN;LOS TONELES;RODRIGUEZ, F.;6
9;WESTSTOW (GB);4;3 años;56,5;V.JANACEK;VIGURIA;OSORIO, J.M.;4
