18/09/2011;;;;;;;;
Hipódromo LA ZARZUELA;;;;;;;;
;;;;;;;;
;;;;;;;;
1ª CARRERA;;1400 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;ALFACAR;1;2 años;57;B.FAYOS;EL FARGUE;DELCHER S., M.;4
2;GALEGO;3;2 años;57;O.O. DE URBINA;YEGUADA GONZALEZ CARO;LOPEZ, R.;8
3;HENARES;2;2 años;57;J.GROSJEAN;MIRANDA;DELCHER S., M.;7
4;OBLA DI;4;2 años;57;J.L.BORREGO;L. Y J.A. ALONSO;RODRIGUEZ, O.;2
5;GERONIMA;6;2 años;55,5;J.CROCQUEVIEILLE;PELAEZ MALVAR, S.L.;VALENTI, B.;3
6;SILENT HAB;8;2 años;55,5;J.E.JARCOVSKY (56);MI VIEJITA;DIEZ, D;6
7;AZAFATA;5;2 años;53,5;M.GOMES;PILOTOS 747;LOPEZ, J.;1
8;NONALASS;7;2 años;53,5;J.HORCAJADA (54);CHAMARTIN;VALENTI, B.;5
;;;;;;;;
2ª CARRERA;;1400 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;BARULLO;11;2 años;57;J.C.CERQUEIRA;CEREZO LARRECHE;VALENTI, B.;10
2;NUREDYN (FR);4;2 años;57;J.HORCAJADA;ZURRAQUIN;HERNANDEZ, M.;7
3;PLENIPOTENCIARIO (IRE);1;2 años;57;M.SECCI;ASOC. USSIA-HINOJOSA;SALAS, J.L. DE;4
4;RED REEF;13;2 años;57;F.JIMENEZ;YEGUADA CORTIÑAL;FERNANDEZ R., J.C.;9
5;SAPHIRSIDE (IRE);2;2 años;57;J.GROSJEAN;SAFSAF;DELCHER S., M.;12
6;SUSPIRON (IRE);8;2 años;57;V.JANACEK;M.A.F.;ARIZKORRETA, G.;2
7;DIME QUE SI (IRE);6;2 años;55,5;J.CROCQUEVIEILLE;DI BENISICHI;VALENTI, B.;14
8;EYWA;14;2 años;55,5;M.BORREGO;MATIAS BORREGO GARCIA-PEÑUELAS;BORREGO, M.;8
9;GOLDENEYE;12;2 años;55,5;D.DELGADO;CIELO DE MADRID;RODRIGUEZ, O.;3
10;INFINITY ONE;5;2 años;55,5;M.GOMES;TRES Y MEDIO;VALENTI, B.;13
11;QUEEN DYHIM (FR);9;2 años;55,5;J.E.JARCOVSKY (56);ALISARES;SANCHEZ C., A.;5
12;SANTILLANA;10;2 años;55,5;J.L.BORREGO;YEGUADA URDIÑ-ORIYA;SALAS, J.L. DE;1
13;VETONIA (IRE);7;2 años;55,5;B.FAYOS;SAN CRISTOBAL;LOPEZ, J.;11
14;VRAIVITA;3;2 años;55,5;O.O. DE URBINA;LUXEMBURGO;LOPEZ, R.;6
;;;;;;;;
3ª CARRERA;;2100 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;VIREAL (FR);2;3 años;62;J.CROCQUEVIEILLE;ALISARES;SANCHEZ C., A.;2
