05/08/2011;;;;;;;;
Hipódromo Costa del Sol.;;;;;;;;
;;;;;;;;
1ª Carrera;;1800 metros;ARENA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.
1;VIVANCO (9,000);3;3;58;V.JANACEK;Y. CORTIÑAL;J. M. BORREGO R.;3
2;DIXLESIO (IRE) (7,000);4;3;56,5;O.O.DE URBINA;RIAS BAIXAS;R. LOPEZ;4
3;DON LUIS(FR) (7,000);6;3;56,5;B.FAYOS;SALVADOR MARQUEZ;J. A. RODRIGUEZ;2
4;FLECHE D'ARCIS(FR) (5,000);7;3;55;J.CROCQUEVIEILLE;TALISMAN;J. A. RODRIGUEZ;1
5;BIPOLAR (5,000);5;3;53,5;M.GOMES;LEVANTE;J. C. FERNANDEZ;7
6;PRISCA VIVAZ (IRE) (5,000);1;3;53,5;E.MELIAN (51);POPULAR;G.ARIZCORRETA;6
7;THINK TWICE(IRE)(5,000);2;3;53,5;R.NAYLOR(51);SUNSHINE RACING;P. HALEY;5
;;;;;;;;
2ª Carrera ;;1800 metros;ARENA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.
1;NAVARON;6;5;68;SR. MARTIN, R;Y. CORTIÑAL;J. M. BORREGO R.;1
2;FLOW BOY(IRE);3;7;66,5;SR. PINEDA, G (64,5);PADRONESA;J. A. RODRIGUEZ;2
3;HIGH IKER;5;6;65;SR. SOTO, A.;RIAS BAIXAS;R. LOPEZ;9
4;TALISMANIX (FR);8;5;65;SR. DE JULIAN, N (61);TALISMAN;J. A. RODRIGUEZ;4
5;MONTEAGUDO EBRO (IRE);1;3;64,5;SR. ESCARIO , J.I.;SAN CRISTOBAL;J. LOPEZ;6
6;BLAISE TOWER(GB);2;5;63,5;SR. SANTANA, A (61,5);CASTILLO DE CHARETA;B. RAMA;7
7;FLYVELL(FR);4;6;63,5;SR. SARABIA, D (61,5);RIO CUBAS;J. C. FERNANDEZ;5
8;LISSELAN STAR(IRE);9;4;63,5;SR. HERMOSILLA, A (59,5);LISSELAN FARMS;A. R. ACOSTA;3
9;MELODY SOLITAIRE (IRE);7;5;62;SR. ESTEBAN, O (63);COURTNEY;J.L.EYRE;8
;;;;;;;;
3ª Carrera ;;1300 metros;ARENA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.
1;DUENDE;4;3;62;E.MELIAN (60);BLOKE;J. A. RODRIGUEZ;1
2;SANTI GULCH (IRE);1;3;61;J.C.CERQUEIRA;PAGANINI;T. CALLEJO;9
3;MAGNUM;9;3;61;B.FAYOS;Y. CORTIÑAL;J. A. RODRIGUEZ;7
4;SONFLY;10;3;60;V.JANACEK;SOÑADOR;J. C. LOPERA;13
5;CHIEF KEY (GB);3;3;60;V.SANCHEZ (58);CANTER;M. AUGELLI;4
6;SOL Y LUZ (IRE);12;3;58;J.L.BORREGO;EL FARGUE;M. J. PEREZ;12
7;MISS CORONITA;11;3;58;I.LOPEZ;B. P. SAN MATEO;O. ANAYA;3
8;NAZARENO HEN(IRE);8;3;57;M.GOMES;DUO;J. SALGUERO;6
9;JOE JUNIOR(GB);7;3;57;F.ALVARADO;CASTILLO DE CHARETA;B. RAMA;5
10;LOCAL FIREFOX(SWE);99;3;57;M.SALOKANTO;TRANSPORTES TRANSAIGUA S.L.;J. C. MARTINEZ;11
11;SHAHBANOU(GB);5;4;56;J.HORCAJADA;YANKEE RACING;B. RAMA;8
12;NORTH EAST CORNER(USA);6;5;54;P.L. ROQUE (B.R);CASTILLO DE CHARETA;B. RAMA;2
13;EL LOLO(IRE);2;5;53;A.GOMEZ;EL LOBO;O. ANAYA;10
;;;;;;;;
4ª Carrera ;;1300 metros;ARENA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.
1;BOMBADIL(IRE);3;4;64;V.JANACEK;JEREZANA;J.CALDERON;9
2;CORCUBION;99;6;61;M.GOMES;PEREIRA S.A.T.;J. C. LOPERA;8
3;STORMY MONTLIOUX(FR);1;4;61;F.ALVARADO;DIAZMOR;P. DIAZ;6
4;ALTERNATIVE(GB);5;7;60;O.O.DE URBINA;SANLUQUEÑA;J. CALDERON;5
5;MAGIC VICTORY (GB);2;6;59;J.C.CERQUEIRA;SILVER;T. MARTINS;13
6;LAAZEM(IRE);6;4;58;I.LOPEZ;HNOS. GARCIA Y VEGA;O. ANAYA;11
7;SALTERGATE(GB);4;3;58;J.CROCQUEVIEILLE;INSTAGONZA;O. ANAYA;7
8;AROUSA;7;4;56;B.FAYOS;PEREIRA S.A.T.;J. C. LOPERA;1
9;MARACAIBO (FR);8;3;56;E.MELIAN (54);SALVADOR ELIZONDO TEKNICA;J. A. RODRIGUEZ;10
10;NOVA GLITTER(IRE);10;3;56;V.SANCHEZ (54);LUZERPALHA;T. MARTINS;4
11;FINISTERRE;9;3;56;J.L.BORREGO;NORTENHA;T. MARTINS;2
12;ARIZA;99;4;55;J.HORCAJADA (B.V);LUZERPALHA;T. MARTINS;3
;;;;;;;;
5ª Carrera ;;2100 metros;ARENA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;ENTRENADOR;C.S.
1;ESQUIO;7;4;60;M.GOMES;PEREIRA S.A.T.;J. C. LOPERA;7
2;ILUSIONISTA;1;5;60;A.GOMEZ;ODISEA;I. GOMEZ;6
