30/10/2011;;;;;;;;
Hipódromo LA ZARZUELA;;;;;;;;
;;;;;;;;
4;REENATA (IRE);8;3 años;59;E.MELIAN (57);TOLOSANA;GALDEANO R., F.;11
5;PEDREÑA;12;4 años;58;J.GROSJEAN;HISPANICA;RODRIGUEZ, F.;6
6;CALBLANQUE (IRE);11;4 años;57;J.L.MARTINEZ;HABIT;FERNANDEZ R., J.C.;9
7;VEGA DE CASTILLA (IRE);2;6 años;55;M.GOMES;STAND CARMO;OLIVEIRA, L.A.;1
8;FOLGOSO;5;3 años;55;J.M.SANCHEZ C (53);MARES;GUTIERREZ, A.;8
9;LUTHJET;6;5 años;54;M.SECCI;LAS AGUILAS;VILLARTA, G.;10
10;SUPERBONI (FR);7;3 años;53;J.HORCAJADA (54);PILOTOS 747;LOPEZ, J.;13
11;NOVA RUN (GB);10;3 años;51;R.H.HUAYAS (53,5);OS COISAS DOCES;SILVA, J.M.;4
12;KEPA BABY (IRE);9;3 años;50;SRTA.GELABERT,L (48);MARICORK;VAZ, F;5
13;SAMBA NEGRA (URU);13;5 años;50;SRTA.GUTIERREZ,A (47)(B.Azul);MARES;GUTIERREZ, A.;12
;;;;;;;;
4ª CARRERA;;1400 metros;HIERBA;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;MAKAAMEN (GB);2;5 años;62;J.C.CERQUEIRA;TEODORO CALLEJO;CALLEJO S., T;8
2;MUÑECA BRAVA (IRE);3;4 años;62;O.O. DE URBINA;KEMENG,C.D.E.;LOPEZ,R.;6
3;DOÑA PEPITA (IRE);10;5 años;60;M.GOMES;ARTEMIS;LOPEZ, J.;11
4;USAQUEN (FR);12;3 años;59;J.CROCQUEVIEILLE;DUQUE DE ALBURQUERQUE;OSORIO, J.M.;5
5;DON PABLOS (IRE);5;3 años;58;J.L.BORREGO;CIELO DE MADRID;RODRIGUEZ, O.;10
6;TAGOMAGO;1;3 años;58;V.JANACEK;IBIZA;ARIZKORRETA, G.;2
7;MEDESIDE (IRE);11;5 años;57;A.GOMEZ (55);IGUELDO;ROSELL, J.C.;9
8;SERGEI (IRE);9;3 años;57;D.DELGADO;SAN JOSE;RODRIGUEZ, J.A.;3
9;ALABAMA;7;3 años;56;J.HORCAJADA;MADROÑOS;MARTIN V., R.;1
10;FEITIZO;6;3 años;56;J.GROSJEAN;REZA PAZOOKI;RODRIGUEZ, F.;7
11;FAIRLY DANCER (FR);4;4 años;55;F.JIMENEZ;SAN JULIO;MAROTO, J.L.;4
12;EL FENIX;8;5 años;55;M.SECCI;PEÑARROYA;GALLIPOLI, C.;12
;;;;;;;;
5ª CARRERA;;;;;;;;
Nº;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN
1;LINCE (GB);6;4 años;62,5;M.BORREGO;LOS TONELES;RODRIGUEZ, F.;4
2;ABDEL (FR);1;3 años;61,5;J.CROCQUEVIEILLE;DUQUE DE ALBURQUERQUE;OSORIO, J.M.;6
3;CIELO CANARIAS (IRE);4;3 años;61,5;J.L.MARTINEZ;GRUPO BOLAÑOS GRAN CANARIA;LEON, E;1
4;GOLFO PERSICO (IRE);8;3 años;61,5;J.GROSJEAN;TONELES PAZOOKI;RODRIGUEZ, F.;3
5;MIL AZUL;2;3 años;61,5;J.L.BORREGO;YEGUADA URDIÑ-ORIYA;SALAS, J.L. DE;2
6;RISBY (IRE);3;3 años;61,5;O.O. DE URBINA;VIGURIA;OSORIO, J.M.;7
7;S GRILLO (GB);5;3 años;61,5;V.JANACEK;USSIA-FIGUEROA;ARIZKORRETA, G.;5
8;PIPPA SNUDGE (IRE);7;2 años;51;A.GOMEZ;SUNSHINE RACING;HALEY, P.;8
