ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
1_17-09-2020;SAUMET (IRE);5;6 años;65;SR PINEDA,G.;MEDITERRANEO;G.ARIZKORRETA;2;Hipódromo de La Zarzuela;2400;ARENA-FIBRA
1_17-09-2020;BRISCOLA (GB);1;5 años;64,5;SR SARABIA,D.;RIO CUBAS;E.LEON;1;Hipódromo de La Zarzuela;2400;ARENA-FIBRA
1_17-09-2020;DOM ALVARO;2;4 años;64;SR URBANO,L.;CIELO DE MADRID;P.OLAVE;3;Hipódromo de La Zarzuela;2400;ARENA-FIBRA
1_17-09-2020;FIRST CORNILLIERE (FR);4;6 años;64;SR SAINZ,A. (62,5);PEREIRA PEREIRA JOKER;D.TEIXEIRA;4;Hipódromo de La Zarzuela;2400;ARENA-FIBRA
1_17-09-2020;MR AXEL (IRE);3;7 años;64;SR LABORDE,P.;RACING PARDO;B.RAMA;5;Hipódromo de La Zarzuela;2400;ARENA-FIBRA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2_17-09-2020;QUICK ARTIST (IRE);3;6 años;61;J.L.BORREGO;EACHWAY;A.SANCHEZ C.;1;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
2_17-09-2020;ALEJANDRIA (FR);2;6 años;59;I.MELGAREJO (57);SAN MARCOS;F.PEREZ;3;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
2_17-09-2020;HOLD ON NOW (IRE);1;4 años;59;M.HRUBOSOVA (54);YEGUADA LOS ARCANGELES;G.ARIZKORRETA;5;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
2_17-09-2020;APRADA (IRE);4;4 años;58;N.DE JULIAN;ELEVAGE LA REVERDITE;T.MARTINS;2;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
2_17-09-2020;VETONA (IRE) (a);5;4 años;58;V.M.VALENZUELA (56,5);TOLOSANA;J.L.MAROTO;4;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
3_17-09-2020;GORMAZ;4;4 años;60;N.SACCU (56,5);L'ETOILE;G.ARIZKORRETA;3;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
3_17-09-2020;BABA KARAM;1;3 años;58;R.SOUSA;REZA PAZOOKI;O.ANAYA;4;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
3_17-09-2020;COSSIO;2;4 años;58;I.MELGAREJO (56);INCITATUS RACING;M&M RACING;5;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
3_17-09-2020;TURKISH MARCH;5;4 años;56,5;V.JANACEK;MAGICA;M&M RACING;6;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
3_17-09-2020;TALES (GB) (a);6;3 años;56;J.GELABERT;DUQUE DE ALBURQUERQUE;J.M.OSORIO;1;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
3_17-09-2020;SUDAFRICA;3;3 años;54,5;M.HRUBOSOVA (49,5);YEGUADA DONOSTIARRA;G.ARIZKORRETA;2;Hipódromo de La Zarzuela;1900;ARENA-FIBRA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
4_17-09-2020;SATINE ROUGE (IRE);11;6 años;62;B.FAYOS;IL PADRINO;J.LOPEZ;11;Hipódromo de La Zarzuela;1700;ARENA-FIBRA
