ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
1_09-11-2017;BORN TO FLY;1;2;56;B. FAYOS;SOÑADOR;I. LOPEZ;5;Gran Hipódromo de Andalucía;1300;ARENA
1_09-11-2017;DANUBIO;3;2;56;R. SOUSA;YEGUADA CORTIÑAL;J.A. RODRIGUEZ;1;Gran Hipódromo de Andalucía;1300;ARENA
1_09-11-2017;AYSUN;5;2;54,5;V. JANACEK (55,5) (G. AZUL);YEGUADA CORTIÑAL;J.A. RODRIGUEZ;4;Gran Hipódromo de Andalucía;1300;ARENA
1_09-11-2017;MISS GALAXIA;2;2;54,5;E.J. ARGUINZONES;A'CASIÑA;J.A. RODRIGUEZ;2;Gran Hipódromo de Andalucía;1300;ARENA
1_09-11-2017;HELLO FORTY;4;2;54;V.M. VALENZUELA;LABERINTO;I. LOPEZ;3;Gran Hipódromo de Andalucía;1300;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
2_09-11-2017;GUANTOSHOL (IRE) (7.000);8;6;60,5;H. OLIVEIRA;MAIA LIDADOR;H. OLIVEIRA;5;Gran Hipódromo de Andalucía;2100;ARENA
2_09-11-2017;BLUE MARTINI (GER) (7.000);4;4;60;R. SOUSA;BEST HORSE;L.A. OLIVEIRA;7;Gran Hipódromo de Andalucía;2100;ARENA
2_09-11-2017;IMPERADOR (POR) (5.000);6;4;59,5;M. GOMES;EQUI CLUB;M. SANTOS;1;Gran Hipódromo de Andalucía;2100;ARENA
2_09-11-2017;HISPANICO (5.000);3;6;58,5;B. FAYOS;HISPANICA;O. ANAYA;2;Gran Hipódromo de Andalucía;2100;ARENA
2_09-11-2017;LATERAN ACCORD (IRE) (5.000);5;8;58,5;V. JANACEK;POPULAR;G. ARIZKORRETA;8;Gran Hipódromo de Andalucía;2100;ARENA
2_09-11-2017;MY MAN CHARLIE (FR) (5.000);7;4;58,5;P. OLIVEIRA;C.E.LOUREIRO VELHO;I. MENDES;3;Gran Hipódromo de Andalucía;2100;ARENA
2_09-11-2017;SATINE ROUGE (IRE) (7.000);99;3;58,5;SR. MELGAREJO, I. (56);NEGURI;J.C. CERQUEIRA;6;Gran Hipódromo de Andalucía;2100;ARENA
2_09-11-2017;FLANIGANN (FR) (4.000);2;4;57,5;V.M. VALENZUELA (55);SALVADOR MARQUEZ;I. LOPEZ;4;Gran Hipódromo de Andalucía;2100;ARENA
2_09-11-2017;RISCHIATUTTO (ITY) (4.000);1;4;56,5;A. FIORI;ANDREA;ART. 26;9;Gran Hipódromo de Andalucía;2100;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
3_09-11-2017;MATTATYAHU (FR);3;6;62;SR. MELGAREJO, I. (60);FORTUNE COOKIE;G. RODRIGUEZ;5;Gran Hipódromo de Andalucía;1500;ARENA
3_09-11-2017;BECQUA OWENZINDA (FR);6;3;62;J. GELABERT;CEJUELA;J.J. CHAVARRIAS;1;Gran Hipódromo de Andalucía;1500;ARENA
3_09-11-2017;MY LADY MARIE (GB);7;3;61,5;V. JANACEK;4 C;J.A. RODRIGUEZ;7;Gran Hipódromo de Andalucía;1500;ARENA
3_09-11-2017;COTE MATCH (FR);4;3;61,5;R. SOUSA;ZE DA BLOQUEIRA;I. MENDES;6;Gran Hipódromo de Andalucía;1500;ARENA
3_09-11-2017;ED STAR;2;4;61;M. GOMES;VIUDA DE GERONIMO DE ANGULO;G. RODRIGUEZ;4;Gran Hipódromo de Andalucía;1500;ARENA
3_09-11-2017;TALENTO;5;4;61;E.J. ARGUINZONES;MONCLOA ARAVACA;J.A. RODRIGUEZ;3;Gran Hipódromo de Andalucía;1500;ARENA
3_09-11-2017;PERUVIAN QUEEN;1;4;59,5;B. FAYOS;SOÑADOR;I. LOPEZ;2;Gran Hipódromo de Andalucía;1500;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
4_09-11-2017;OREGON;2;6;65;V.M. VALENZUELA (63);YEGUADA CORTIÑAL;J.A. RODRIGUEZ;7;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;ATREUS (GB);4;5;63,5;SR. MELGAREJO, I. (61,5);SOÑADOR;I. LOPEZ;8;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;CHARLIE'S FRIEND (FR);11;4;63;R. SOUSA;C.E.LOUREIRO VELHO;I. MENDES;11;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;WEDGE (IRE);1;4;61;B. FAYOS;TRES MALAGUEÑAS;O. ANAYA;1;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;SURFINA (GB);5;3;61;A. FIORI;ATHEIRAM;O. ANAYA;2;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;DELTA CRUCIS (USA);3;6;57,5;J.E. JARCOVSKY;LAS AGUILAS;I. LOPEZ;3;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;PRINCE ALAY (GB);6;4;55;M. GOMES (G. VERDE);TRES MALAGUEÑAS;O. ANAYA;12;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;QUITO (FR);10;3;54,5;V. JANACEK (55,5);MANOLITO EL BARBERO;J.A. RODRIGUEZ;9;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;JASMINE (POR);12;3;54;N. DE JULIAN;QUINTA DAS FIGUEIRAS;L.A. OLIVEIRA;4;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;KAYAK;9;4;52,5;C.A. LOAIZA;SEVILLA;J. CALDERON;10;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;CANFORD CROSSING (IRE);8;4;52,5;J. GELABERT;LOS AMIGOS;I. LOPEZ;5;Gran Hipódromo de Andalucía;1500;ARENA
4_09-11-2017;BORYSTHENE (FR);7;9;51;B. LOPES (53) (G. AZUL);QUINTA DAS FIGUEIRAS;H. OLIVEIRA;6;Gran Hipódromo de Andalucía;1500;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
5_09-11-2017;SMOKIE JOE (IRE);2;10;62;J.E. JARCOVSKY;LAS AGUILAS;I. LOPEZ;3;Gran Hipódromo de Andalucía;1500;ARENA
5_09-11-2017;TALENTUM (GB);3;5;61;V. JANACEK;NANINA;J. CALDERON;5;Gran Hipódromo de Andalucía;1500;ARENA
5_09-11-2017;MARTA;5;4;61;C.A. LOAIZA;JORGE CALLEJO SOLANA;J. CALDERON;6;Gran Hipódromo de Andalucía;1500;ARENA
5_09-11-2017;THE LAST ONE;1;6;58,5;R. SOUSA;AGRO CARVALHO;L.A. OLIVEIRA;2;Gran Hipódromo de Andalucía;1500;ARENA
5_09-11-2017;MAKAAMEN (GB);4;11;51;J. GELABERT;GREILET;A. SANCHEZ C.;1;Gran Hipódromo de Andalucía;1500;ARENA
5_09-11-2017;FIGUEIRAS;6;7;51;A. GOMEZ (53,5);PATITAS;S. SARRIAS;4;Gran Hipódromo de Andalucía;1500;ARENA
