ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
1_29-01-2017;ALTERNATIVAS;3;4;61;J. GELABERT;ROMANA ALTA;M.J. PEREZ;4;Gran Hipódromo de Andalucia;1400;ARENA
1_29-01-2017;KIRI SUNRISE (IRE);2;4;61;B. FAYOS;SOÑADOR;I. LOPEZ;3;Gran Hipódromo de Andalucia;1400;ARENA
1_29-01-2017;ZIDA (GB);4;5;61;R. SOUSA;PATRIZIA ROSANNA TESTA;M. TELLINI;1;Gran Hipódromo de Andalucia;1400;ARENA
1_29-01-2017;BUSTURIA;1;5;60;V. JANACEK;POPULAR;G. ARIZKORRETA;2;Gran Hipódromo de Andalucia;1400;ARENA
1_29-01-2017;DABAYIN (FR);5;6;57;P. OLIVEIRA;C.E.LOUREIRO VELHO;I. MENDES;5;Gran Hipódromo de Andalucia;1400;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
2_29-01-2017;ACAMANTE (FR);4;7;69;SR. SARABIA, D. (67);RIO CUBAS;O. ANAYA;2;Gran Hipódromo de Andalucia;1300;HIERBA
2_29-01-2017;DESEADO;2;8;66;SR. CARMENA, M.;SUREÑA;J.A. RODRIGUEZ;6;Gran Hipódromo de Andalucia;1300;HIERBA
2_29-01-2017;HALF A BILLION (IRE);3;11;64,5;SR. LABORDE, P.;A GRANXA;H. PEREIRA;3;Gran Hipódromo de Andalucia;1300;HIERBA
2_29-01-2017;DIVISA AZUL;5;5;63;SR. MELGAREJO, I.;LOS COLCHONEROS;M.J. PEREZ;1;Gran Hipódromo de Andalucia;1300;HIERBA
2_29-01-2017;SANDY DUKE (FR);6;5;60;SRTA. BUESA, C.;FRANCISCO SANTOS;F. SANTOS;4;Gran Hipódromo de Andalucia;1300;HIERBA
2_29-01-2017;TOPDAK (GB);1;5;60;SRTA. ALONSO, B. (58);ARTEMIS;J. LOPEZ;5;Gran Hipódromo de Andalucia;1300;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
3_29-01-2017;AL MAHDOD (GB);1;8;62;J. GELABERT;AL SHAQAB RACING;SRA. DE J.F. BERNARD;3;Gran Hipódromo de Andalucia;1600;HIERBA
3_29-01-2017;EL MAJD (TUN);5;6;61;R. SOUSA;MOHAMED ALI MEDDEB;SRA. DE J.F. BERNARD;4;Gran Hipódromo de Andalucia;1600;HIERBA
3_29-01-2017;AL AMARRAD (GB);2;7;60;V. JANACEK (G. BLANCA);AL SHAQAB RACING;SRA. DE J.F. BERNARD;6;Gran Hipódromo de Andalucia;1600;HIERBA
3_29-01-2017;DESIRAMER (FR);3;5;60;E.J. ARGUINZONES;HARAS DU GRAND COURGEON;Y. DUREPAIRE;1;Gran Hipódromo de Andalucia;1600;HIERBA
3_29-01-2017;DAKAN DE BOZOULS (FR);99;4;55,5;N. DE JULIAN;MARCEL MEZY;H. LAGENESTE;2;Gran Hipódromo de Andalucia;1600;HIERBA
3_29-01-2017;MUNTAZIM (FR);4;4;55,5;B. FAYOS (56);CHEIK ABDULLAH BIN KHALIFA AL THANI;Y. DUREPAIRE;5;Gran Hipódromo de Andalucia;1600;HIERBA
3_29-01-2017;ABUDHABI PRINCESS (FR);99;4;54,5;A. GOMEZ;FAISAL SEDDIQ AL MUTAWA;CH. GOURDAIN;7;Gran Hipódromo de Andalucia;1600;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
4_29-01-2017;MR LUXOR (IRE);5;5;63;N. DE JULIAN;ALTAMIRA;A. NUÑEZ;3;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;MILIKl (GB);7;6;63;J.E. JARCOVSKY;BRAVO TANGO ZULU;V.B. BUDA;4;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;HOOPONOPONO;8;4;60;B. FAYOS;ANNUA RACING;J.C. ROSELL;5;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;L'AVENUE (IRE);9;5;59;R. RAMOS;PALOMARES;J.A. RODRIGUEZ;12;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;CHARLITO;3;6;58,5;M. GOMES;RIO CUBAS;O. ANAYA;11;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;NEMERINA (FR);10;5;57;A. GOMEZ;MAZANTINNI;A. CARRASCO;6;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;ARTESA (GB);6;7;56,5;R. SOUSA;KARIKATO;M. AUGELLI;10;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;SANTIZ;4;4;56;V. JANACEK;CIUDAD RODRIGO;G. ARIZKORRETA;9;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;FLANIGANN (FR);2;4;54;E.J. ARGUINZONES;SALVADOR MARQUEZ;I. LOPEZ;2;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;BRIGANTIA;1;6;53,5;J. GELABERT;YEGUADA CASAS;C. FERNANDEZ;7;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;BRINDIS;99;4;53;C.A. LOAIZA;ROMANA ALTA;M.J. PEREZ;8;Gran Hipódromo de Andalucia;2100;HIERBA
4_29-01-2017;TINGUATON (GB);99;4;52;E. CORTEZ (51);LAS CADENAS;I. LOPEZ;1;Gran Hipódromo de Andalucia;2100;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
