ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
1_10-06-2012;BABY COOKIE;7;2 años;57;J.CROCQUEVIEILLE;REZA PAZOOKI;RODRIGUEZ, F.;6;Hipódromo LA ZARZUELA;1000;HIERBA
1_10-06-2012;BRISEIDA;1;2 años;57;J.GROSJEAN;LOS TONELES;RODRIGUEZ, F.;2;Hipódromo LA ZARZUELA;1000;HIERBA
1_10-06-2012;COTONIO;6;2 años;57;M.SECCI;ONE;PEREZ, M.J.;4;Hipódromo LA ZARZUELA;1000;HIERBA
1_10-06-2012;DEVIL BLACK;4;2 años;57;J.L.MARTINEZ;YEGUADA CORTIÑAL;FERNANDEZ R., J.C.;3;Hipódromo LA ZARZUELA;1000;HIERBA
1_10-06-2012;HELFA DE ROUS;5;2 años;57;O.O. DE URBINA;YEGUADA GONZALEZ CARO;LOPEZ, R.;7;Hipódromo LA ZARZUELA;1000;HIERBA
1_10-06-2012;DISPARATE;2;2 años;55;V.JANACEK;NANINA;CALLEJO S., T;5;Hipódromo LA ZARZUELA;1000;HIERBA
1_10-06-2012;SONIC CHAPARRAL (IRE);3;2 años;55;J.L.BORREGO;TIZIANO;DELCHER S., M.;1;Hipódromo LA ZARZUELA;1000;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2_10-06-2012;BARONIA;1;5 años;60;V.JANACEK;L'ETOILE;SALAS, J.L. DE;5;Hipódromo LA ZARZUELA;2000;HIERBA
2_10-06-2012;CLUNIA (IRE);2;4 años;60;J.L.MARTINEZ;BRAZACORTA;VILLARTA, G.;2;Hipódromo LA ZARZUELA;2000;HIERBA
2_10-06-2012;TAFADHALI;6;4 años;58;F.JIMENEZ;LAJORQUIN;LOPEZ, J.;7;Hipódromo LA ZARZUELA;2000;HIERBA
2_10-06-2012;AZAMOR;5;4 años;57;E.MELIAN (54);EL HERROJO;ARIZKORRETA, G.;3;Hipódromo LA ZARZUELA;2000;HIERBA
2_10-06-2012;LA LLANURA (CAN);4;4 años;57;J.L.BORREGO;TIZIANO;DELCHER S., M.;4;Hipódromo LA ZARZUELA;2000;HIERBA
2_10-06-2012;RELAMPAGO (GB);7;5 años;57;O.O. DE URBINA;TRES Y MEDIO;VALENTI, B.;6;Hipódromo LA ZARZUELA;2000;HIERBA
2_10-06-2012;VERGARA (GB);3;4 años;57;J.CROCQUEVIEILLE;VIGURIA;OSORIO, J.M.;1;Hipódromo LA ZARZUELA;2000;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
3_10-06-2012;CAÑADIO (IRE);11;5 años;63;C.FERNANDEZ (61);HISPANICA;FERNANDEZ R., J.C.;7;Hipódromo LA ZARZUELA;1400;HIERBA
3_10-06-2012;FLASH VAL;3;4 años;63;V.JANACEK;REZA PAZOOKI;RODRIGUEZ, F.;1;Hipódromo LA ZARZUELA;1400;HIERBA
3_10-06-2012;SECRETSIDE (IRE);1;4 años;63;J.GROSJEAN;SAFSAF;RODRIGUEZ, F.;12;Hipódromo LA ZARZUELA;1400;HIERBA
