2;BARONIA;1;5;58,5;O.O.DE URBINA;C.L'ETOILE;J.L.DE SALAS;13
3;BELATE;6;4;58,5;J.L.BORREGO;C.CARBIAL;J.M.BORREGO R;3
4;CASACA(GB);3;6;58,5;J.CROCQUEVIEILLE;C.AFRICA;J.M.OSORIO;2
5;CLUNIA(IRE);4;4;58,5;J.L.MARTINEZ;C.BRAZACORTA;G.VILLARTA;11
6;INDIAN DRUMS(IRE);8;4;58,5;M.FOULON;C.POPULAR;G.ARIZKORRETA;7
7;RELAMPAGO(GB);2;5;58,5;G.MADERO;C.TRES Y MEDIO;B.VALENTI;4
8;TASHA LINDA(IRE);12;5;58,5;J.HORCAJADA;C.PAGANINI;T.CALLEJO;5
9;VERGARA(GB);7;4;58,5;A.GOMEZ;C.VIGURIA;J.M.OSORIO;6
10;BELAGUA(IRE);10;3;54;V.JANACEK (54,5);C.QUINTO REAL;G.ARIZKORRETA;8
11;NONALASS;11;3;54;J.B.HAMEL;C.CHAMARTIN;B.VALENTI;9
12;SKINSIDE(FR);5;3;54;R.C.MONTENEGRO;C.SAFSAF;C.DELCHER;1
13;SPORTSIDE;99;3;54;J.GROSJEAN (B.roja);C.SAFSAF;M.DELCHER S;10
