ID;CABALLO;POSICION;PESO;EDAD;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
1-15/01/2012;ARATAN (IRE);3;65;5;SRTA. GONZALEZ, R. (63);ODISEA;I. GOMEZ;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
1-15/01/2012;DIXLESIO (IRE);2;65;4;SRTA. BUESA, C. (63);RIAS BAIXAS;R. LÓPEZ;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
1-15/01/2012;TURRIALBA;1;65;5;SR. DE JULIAN, N. (61);INSTAGONZA;O. ANAYA;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
1-15/01/2012;LITERARIO;4;60;4;SR. GUTIERREZ D., A. (57);LOS ESPARTANOS;B.J. RECIO;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
1-15/01/2012;OMNIPOTENT (IRE);99;60;4;SRTA. RODRIGUEZ, G. (58) (B. BLANCA);INSTAGONZA;O. ANAYA;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1800;HIERBA
;;;;;7.650 Euros a repartir;;Hora: 12:50 h.;;;;
ID;CABALLO;POSICION;PESO;EDAD;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2-15/01/2012;EL TIBET (IRE);6;59;3;J.L. MARTINEZ;MARIA DE SALAS;M. ALVAREZ;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;1600;HIERBA
2-15/01/2012;VEREDA (IRE);1;57,5;3;O.O. URBINA;ASTURLEÑA;J. L. MAROTO;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1600;HIERBA
2-15/01/2012;BYRON BABY (IRE);99;57;3;F. JIMENEZ;M & K RACING;B. RAMA;8;Gran Hipódromo de Andalucía Javier Piñar Hafner;1600;HIERBA
2-15/01/2012;COMODORO (GER);7;57;3;C. CAZALIS;CARBALLOP;J. C. FERNÁNDEZ;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1600;HIERBA
2-15/01/2012;ESGUES;2;57;3;I. LOPEZ;LA SUECA;J.C. LOPERA;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1600;HIERBA
2-15/01/2012;GERGES;5;57;3;J.L. BORREGO;SANTIAGUESA;J. A. RODRÍGUEZ;7;Gran Hipódromo de Andalucía Javier Piñar Hafner;1600;HIERBA
2-15/01/2012;GNOMO;3;57;3;V. JANACEK;DOMI;J. A. RODRÍGUEZ;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1600;HIERBA
2-15/01/2012;PRINCIPE SINBAD (IRE);4;57;3;J. GROSJEAN;SALVADOR ELIZONDO TEKNICA;J. LOPEZ;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1600;HIERBA
;;;;(YEGUAS) (Categoría C);10.2;;Hora: 13:25 h.;;;;
ID;CABALLO;POSICION;PESO;EDAD;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
3-15/01/2012;BIPOLAR;4;59;4;V. JANACEK;ESPECTACULO;T. MARTINS;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;2100;HIERBA
