ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
1_04-05-2012;BLUE SKY;1;4 años;62;M.SECCI;LAS AGUILAS;URBINA, P.R.;1;Hipódromo de la Zarzuela;1600;ARENA-FIBRA
1_04-05-2012;VIUGA;4;4 años;58;S.BERMEJO (56) (B.Roja);LAS AGUILAS;URBINA, P.R.;3;Hipódromo de la Zarzuela;1600;ARENA-FIBRA
1_04-05-2012;TEXEDU;3;5 años;53;J.M.SANCHEZ C (51);MARQUES DE CAVIEDES;VILLARTA, G.;4;Hipódromo de la Zarzuela;1600;ARENA-FIBRA
1_04-05-2012;XAMURAY;2;8 años;53;A.GOMEZ (52);BOBBY;GOMEZ, I.;5;Hipódromo de la Zarzuela;1600;ARENA-FIBRA
1_04-05-2012;KUCHULU (GB);5;5 años;50;SRTA GUTIERREZ,A. (47);Y AHORA QUE;GUTIERREZ, A.;2;Hipódromo de la Zarzuela;1600;ARENA-FIBRA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2_04-05-2012;GOMARIZ;1;3 años;59;B.FAYOS;PADRONESA;RODRIGUEZ, J.A.;1;Hipódromo de la Zarzuela;1800;ARENA-FIBRA
2_04-05-2012;BARULLO;4;3 años;56;O.O. DE URBINA;CEREZO LARRECHE;VALENTI, B.;7;Hipódromo de la Zarzuela;1800;ARENA-FIBRA
2_04-05-2012;OBLA DI;2;3 años;56;R.RAMOS;L. Y J.A. ALONSO;RODRIGUEZ, O.;6;Hipódromo de la Zarzuela;1800;ARENA-FIBRA
2_04-05-2012;AMAVAS (IRE);5;3 años;54;J.HORCAJADA (54,5);GREILET;SANCHEZ C., A.;5;Hipódromo de la Zarzuela;1800;ARENA-FIBRA
