ID,CABALLO,POSICION,EDAD,KG,JINETE,CUADRA,PREPARADOR,CAJÓN,HIPODROMO,DISTANCIA,PISTA
1_12-02-2012,VICTOR'S BET,2,60,3,F. JIMENEZ,BET VICTOR,P. HALEY,2,Gran Hipódromo de Andalucía Javier Piñar Hafner,1600,HIERBA
1_12-02-2012,BENTAYGA (IRE),5,58,3,I. LOPEZ,INSTAGONZA,O. ANAYA,3,Gran Hipódromo de Andalucía Javier Piñar Hafner,1600,HIERBA
1_12-02-2012,LADYKIN (IRE),3,"56,5",3,"A. GOMEZ (53,5)",MAZZANTINNI,A. CARRASCO,4,Gran Hipódromo de Andalucía Javier Piñar Hafner,1600,HIERBA
1_12-02-2012,BARULLO,4,56,3,J. CROCQUEVIEILLE,CEREZO LARRECHE,B. VALENTI,5,Gran Hipódromo de Andalucía Javier Piñar Hafner,1600,HIERBA
1_12-02-2012,ESGUES,1,56,3,J. GROSJEAN,LA SUECA,J.C. LOPERA,6,Gran Hipódromo de Andalucía Javier Piñar Hafner,1600,HIERBA
1_12-02-2012,GALAXY,6,"54,5",3,E. MELIAN (52),SAN JOSE,J.A. RODRIGUEZ,1,Gran Hipódromo de Andalucía Javier Piñar Hafner,1600,HIERBA
