ID,CABALLO,POSICION,EDAD,KG,JINETE,CUADRA,PREPARADOR,CAJÓN,HIPODROMO,DISTANCIA,PISTA
5_21-07-2012,BLACKBERRY BOY(IRE),2,8,61,G. CARTER,SUNSHINE RACING,P. HALEY,5,Hipódromo Costa de Sol,2200,ARENA
5_21-07-2012,PORQUENOTECALLAS(IRE),99,6,61,J. CROCQUEVIEILLE,AFRICA,J. M. OSORIO,6,Hipódromo Costa de Sol,2200,ARENA
5_21-07-2012,RAAMI(GB),3,5,61,"SR. SARABIA, D.",RIO CUBAS,O. ANAYA,4,Hipódromo Costa de Sol,2200,ARENA
5_21-07-2012,SEMINOLE CRY(USA),1,7,61,J. L. MARTINEZ,CARRERAS INT.,J. L. EYRE,2,Hipódromo Costa de Sol,2200,ARENA
5_21-07-2012,WHISTLEINTHEWIND (IRE),4,5,61,V. JANACEK,NANINA,J. CALDERON,1,Hipódromo Costa de Sol,2200,ARENA
5_21-07-2012,BURNING LIGHT (IRE),5,5,59,F. ALVARADO,CASTILLO DE CHARETA,B. RAMA,3,Hipódromo Costa de Sol,2200,ARENA
