ID,CABALLO,POSICION,EDAD,KG,JINETE,CUADRA,PREPARADOR,CAJÓN,HIPODROMO,DISTANCIA,PISTA
5_22-10-2015,ACAMANTE (FR),1,5,60,A. J. GRATEROL,DUQUE DE ALBURQUERQUE,J.M. OSORIO,3,Gran Hipódromo de Andalucía Javier Piñar Hafner,1300,ARENA
5_22-10-2015,CAPTAIN MOONLITE (IRE),2,4,58,B. FAYOS,JIMENA,B. RAMA,5,Gran Hipódromo de Andalucía Javier Piñar Hafner,1300,ARENA
5_22-10-2015,INNUENDO (FR),99,4,56,R. SOUSA,BEST OF CAFÉ,I. MENDES,1,Gran Hipódromo de Andalucía Javier Piñar Hafner,1300,ARENA
5_22-10-2015,MAJESTIC DREAM (FR),5,6,56,H. PEREIRA,OS COISAS DOCES,H. PEREIRA,2,Gran Hipódromo de Andalucía Javier Piñar Hafner,1300,ARENA
5_22-10-2015,NAFAR (GER),3,7,56,M. GOMES,SILVER,I. MENDES,4,Gran Hipódromo de Andalucía Javier Piñar Hafner,1300,ARENA
5_22-10-2015,SMOKIE JOE (IRE),4,7,56,A. GOMEZ,LAS AGUILAS,E. IVANOVA,6,Gran Hipódromo de Andalucía Javier Piñar Hafner,1300,ARENA
5_22-10-2015,YES WE COULD (FR),6,8,56,P. OLIVEIRA (B. ROJA),BEST OF CAFÉ,I. MENDES,7,Gran Hipódromo de Andalucía Javier Piñar Hafner,1300,ARENA
