ID,CABALLO,POSICION,EDAD,KG,JINETE,CUADRA,PREPARADOR,CAJÓN,HIPODROMO,DISTANCIA,PISTA
1_19-05-2016,MIRNA (FR),1,4,58,F. GARNIER,CHEIK MANSOOR BIN ZAYED,CH. GOURDAIN,1,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
1_19-05-2016,D-AMENCHARA (MOR),6,4,57,Z. THAMI,SEDRATI MOHAMED AZEDDINE,J.C. PECOUT,6,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
1_19-05-2016,GHOBAT BAHAR (FR),2,4,56,J. CABRE,AL SHAQAB RACING,T. FOURCY,7,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
1_19-05-2016,CARACOLE DE BOZOULS (FR),5,4,55,M. FOREST,MARCEL MEZY,J.P. TOTAIN,2,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
1_19-05-2016,IDRAK (FR),7,4,55,D. MORISSON,ECURIES ROYALES D'OMAN,C. BAILLET,3,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
1_19-05-2016,MALHAIKA (FR),3,4,55,D. MICHAUX,JEAN MARC WATRIGANT,D. WATRIGANT,8,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
1_19-05-2016,RIHAN (FR),4,4,55,R.C. MONTENEGRO (G. BLANCA),ECURIES ROYALES D'OMAN,C. BAILLET,5,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
1_19-05-2016,YARA ALKHAIR (USA),99,4,54,L. BEUZELIN,ABDULLAH SAEED BASONBUL,G.E. MIKHALIDES,4,Gran Hipódromo de Andalucía Javier Piñar Hafner,1500,ARENA
