ID,CABALLO,POSICION,EDAD,KG,JINETE,CUADRA,PREPARADOR,CAJÓN,HIPODROMO,DISTANCIA,PISTA
1_01-11-2015,IN A GADDA DA VIDA (FR),3,2 años,"56,5",M.GOMES,RIO CUBAS,D.SARABIA,1,Hipódromo LA ZARZUELA,1500,HIERBA
1_01-11-2015,LADY NAYA (FR),99,2 años,"56,5",J.L.MARTINEZ,ALISARES,A.IMAZ C.,2,Hipódromo LA ZARZUELA,1500,HIERBA
1_01-11-2015,PALAMIS DANCE,2,2 años,56,B.FAYOS,YEGUADA LA LLANA,A.REMOLINA,5,Hipódromo LA ZARZUELA,1500,HIERBA
1_01-11-2015,PLACIDO (IRE),4,2 años,56,I.BORREGO,YEGUADA AGF,G.ARIZKORRETA,4,Hipódromo LA ZARZUELA,1500,HIERBA
1_01-11-2015,BRUNETA (GB),1,2 años,"54,5",V.JANACEK (55),ATERPE,G.ARIZKORRETA,3,Hipódromo LA ZARZUELA,1500,HIERBA
