ID,CABALLO,POSICION,EDAD,KG,JINETE,CUADRA,PREPARADOR,CAJÓN,HIPODROMO,DISTANCIA,PISTA
3_20-05-2012,BAILONGO,2,4 años,62,V.JANACEK,INDIA,"RODRIGUEZ, F.",8,Hipódromo LA ZARZUELA,2100,HIERBA
3_20-05-2012,BARULLO,1,3 años,"61,5",O.O. DE URBINA,CEREZO LARRECHE,"VALENTI, B.",2,Hipódromo LA ZARZUELA,2100,HIERBA
3_20-05-2012,ALTEZA (IRE),5,4 años,61,F.JIMENEZ,"MIRINDA RACING, S.C.","PEREZ, F.",3,Hipódromo LA ZARZUELA,2100,HIERBA
3_20-05-2012,RICHEL,6,4 años,59,B.FAYOS,PINCAL,"SANCHEZ, A.F.",5,Hipódromo LA ZARZUELA,2100,HIERBA
3_20-05-2012,VIA MEYDAN (IRE),3,3 años,"58,5",J.HORCAJADA,MALDON,"DELCHER S., M.",1,Hipódromo LA ZARZUELA,2100,HIERBA
3_20-05-2012,CAPITAL,8,5 años,58,A.GOMEZ,BOBBY,"GOMEZ, I.",4,Hipódromo LA ZARZUELA,2100,HIERBA
3_20-05-2012,PATRICIO (GB),4,5 años,54,R.RAMOS (55),PEÑARROYA,"GALLIPOLI, C.",7,Hipódromo LA ZARZUELA,2100,HIERBA
3_20-05-2012,LEADER LADY,7,5 años,50,I.KLOPLIKOVA,LAS AGUILAS,"URBINA, P.R.",6,Hipódromo LA ZARZUELA,2100,HIERBA
