ID,CABALLO,POSICION,EDAD,KG,JINETE,CUADRA,PREPARADOR,CAJÓN,HIPODROMO,DISTANCIA,PISTA
1_29-04-2012,EL AFRICANO,3,5 años,62,S.BERMEJO (60),LAS AGUILAS,"URBINA, P.R.",8,Hipódromo de la Zarzuela,1400,HIERBA
1_29-04-2012,LUTHJET,8,6 años,58,B.FAYOS (B.Roja),LAS AGUILAS,"URBINA, P.R.",7,Hipódromo de la Zarzuela,1400,HIERBA
1_29-04-2012,LISSELAN NYMPH (USA),4,4 años,58,S.MARTIN,LISSELAN FARMS,A. R ACOSTA,4,Hipódromo de la Zarzuela,1400,HIERBA
1_29-04-2012,CHIEF KEY (GB),5,4 años,58,M.SECCI,CANTER,"AUGELLI, M.",1,Hipódromo de la Zarzuela,1400,HIERBA
1_29-04-2012,SANTI GULCH (IRE),7,4 años,57,V.JANACEK,PAGANINI,"CALLEJO S., T",3,Hipódromo de la Zarzuela,1400,HIERBA
1_29-04-2012,VEGA DE CASTILLA (IRE),1,7 años,56,M.GOMES,STAND CARMO,"AUGELLI, M.",5,Hipódromo de la Zarzuela,1400,HIERBA
1_29-04-2012,PEDREÑA,2,5 años,54,J.L.MARTINEZ,HISPANICA,"FERNANDEZ R., J.C.",6,Hipódromo de la Zarzuela,1400,HIERBA
1_29-04-2012,FOLGOSO,6,4 años,54,A.GOMEZ (52),MARES,"GUTIERREZ, A.",2,Hipódromo de la Zarzuela,1400,HIERBA
