ID,CABALLO,POSICION,EDAD,KG,JINETE,CUADRA,PREPARADOR,CAJÓN,HIPODROMO,DISTANCIA,PISTA
1_09-11-2017,BORN TO FLY,1,2,56,B. FAYOS,SOÑADOR,I. LOPEZ,5,Gran Hipódromo de Andalucía,1300,ARENA
1_09-11-2017,DANUBIO,3,2,56,R. SOUSA,YEGUADA CORTIÑAL,J.A. RODRIGUEZ,1,Gran Hipódromo de Andalucía,1300,ARENA
1_09-11-2017,AYSUN,5,2,"54,5","V. JANACEK (55,5) (G. AZUL)",YEGUADA CORTIÑAL,J.A. RODRIGUEZ,4,Gran Hipódromo de Andalucía,1300,ARENA
1_09-11-2017,MISS GALAXIA,2,2,"54,5",E.J. ARGUINZONES,A'CASIÑA,J.A. RODRIGUEZ,2,Gran Hipódromo de Andalucía,1300,ARENA
1_09-11-2017,HELLO FORTY,4,2,54,V.M. VALENZUELA,LABERINTO,I. LOPEZ,3,Gran Hipódromo de Andalucía,1300,ARENA
