;;;;;;;;;;;
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
4_02-08-2018;OSCAR NONANTAIS (FR);8;6 años;64,5;V.JANACEK;BASQUE TEAM;E.LEON;9;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;EUDOXIA (FR);2;3 años;62;I.MELGAREJO (60);M'HAMMED KARIMINE;A.SOTO;12;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;KIRILOVICH;6;8 años;61,5;J.L.BORREGO;KAELA;R.MARTIN V.;3;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;KADMIOS (FR);12;9 años;61;J.L.MARTINEZ;NAKATA;A.SOTO;6;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;CANELLA (FR);1;5 años;60;B.FAYOS;REZA PAZOOKI;O.ANAYA;4;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;QUICK ARTIST (IRE);3;4 años;58;SRTA BROTHERTON,S.;EACHWAY;A.SANCHEZ C.;5;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;BOUGON (FR);7;7 años;58;D.FERREIRA (56,5);ILIDIO FERREIRA;A. SILVA;7;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;FASHIONATA (IRE);9;5 años;57,5;J.GELABERT;PATRIZIA ROSSANA TESTA;M.TELLINI;11;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;MUNGAMIS (GB);4;7 años;56,5;R.SOUSA;JIMENA;B.RAMA;2;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;COSIRIS (FR);10;6 años;55;SRTA GELABERT,L (53);ALEGRE;P. P. DIAZ;10;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;LUCKY STAR (POR);5;3 años;53;A.FIORI (53,5);CARRUYO;J.C.CERQUEIRA;1;Hipodromo La Zarzuela;1900;ARENA-FIBRA
4_02-08-2018;DELTA CRUCIS (USA);11;7 años;52,5;J.JIMENEZ;LAS AGUILAS;I.LOPEZ;8;Hipodromo La Zarzuela;1900;ARENA-FIBRA
