ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
1_29-08-2013;RIVENDEL (IRE);3;2 años;56;J.L.MARTINEZ;SAN JOSE;CALLEJO S., T;4;Hipódromo LA ZARZUELA;1200;ARENA-FIBRA
1_29-08-2013;CASANDRA;1;2 años;54,5;V.JANACEK;DUQUE DE ALBURQUERQUE;OSORIO, J.M.;5;Hipódromo LA ZARZUELA;1200;ARENA-FIBRA
1_29-08-2013;CORTIZADA;4;2 años;54,5;J.HORCAJADA;AREVACOS;RODRIGUEZ, J.A.;1;Hipódromo LA ZARZUELA;1200;ARENA-FIBRA
1_29-08-2013;IZAPI (IRE);2;2 años;54;J.CROCQUEVIEILLE (54,5);INGUIS;CARRASCO, A.;3;Hipódromo LA ZARZUELA;1200;ARENA-FIBRA
1_29-08-2013;BENAYUZ (FR);5;2 años;52,5;M.SECCI;YEGUADA SAN ISIDRO;RODRIGUEZ, F.;2;Hipódromo LA ZARZUELA;1200;ARENA-FIBRA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2_29-08-2013;DAKSIDE;2;4 años;72,5;SR CARMENA,M.;SAFSAF;RODRIGUEZ, F.;4;Hipódromo LA ZARZUELA;1200;ARENA-FIBRA
2_29-08-2013;DANCING LAD;5;6 años;62,5;SRTA BURGUEÑO,V. (60,5);LAS AGUILAS;IVANOVA, E;1;Hipódromo LA ZARZUELA;1200;ARENA-FIBRA
2_29-08-2013;DUBAI SPRING (USA);1;4 años;61;SR DE JULIAN,N.;LABERINTO;CERQUEIRA, J.C.;5;Hipódromo LA ZARZUELA;1200;ARENA-FIBRA
2_29-08-2013;MONTENEGRO;4;3 años;61;SRTA TENA,B. (57);YEGUADA CORTIÑAL;RODRIGUEZ, J.A.;3;Hipódromo LA ZARZUELA;1200;ARENA-FIBRA
2_29-08-2013;BIANCA UNO;3;3 años;59,5;SR GREDILLA,P;COMETA;ROSELL, J.C.;2;Hipódromo LA ZARZUELA;1200;ARENA-FIBRA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
3_29-08-2013;LINCE (GB);1;6 años;64;S.BERMEJO (62);ADELAI;RODRIGUEZ, F.;2;Hipódromo LA ZARZUELA;1600;ARENA-FIBRA
3_29-08-2013;ARGALY;6;7 años;62;A.G.DELGADO (60);MADELAINE;HUAYAS, R.;4;Hipódromo LA ZARZUELA;1600;ARENA-FIBRA
3_29-08-2013;ALBRET (IRE);4;4 años;61;SR GORDILLO,M. (59,5);MG RACING;LEON, E;3;Hipódromo LA ZARZUELA;1600;ARENA-FIBRA
3_29-08-2013;WAD VISON;3;3 años;57,5;V.JANACEK;RCA;RODRIGUEZ, J.A.;1;Hipódromo LA ZARZUELA;1600;ARENA-FIBRA
3_29-08-2013;SUPERBONI (FR);2;5 años;56;SR. LABORDE, P. (53);CRUCEÑA;LOPEZ, J.;5;Hipódromo LA ZARZUELA;1600;ARENA-FIBRA
