ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
1_22-09-2013;AKERON ONE (GB);3;2 años;56;J.B.HAMEL;SALVADOR MARQUEZ;VALENTI, B.;2;Hipódromo LA ZARZUELA ;1400;HIERBA
1_22-09-2013;ALFOZ (IRE);5;2 años;56;O.O. DE URBINA;BERING;LOPEZ, J.;4;Hipódromo LA ZARZUELA ;1400;HIERBA
1_22-09-2013;ARKAITZ;1;2 años;56;R.C.MONTENEGRO;DI BENISICHI;RODRIGUEZ, F.;5;Hipódromo LA ZARZUELA ;1400;HIERBA
1_22-09-2013;ESQUILERO (GB);4;2 años;56;J.L.MARTINEZ (B.Roja);BERING;LEON, E;1;Hipódromo LA ZARZUELA ;1400;HIERBA
1_22-09-2013;MILIKI (GB);2;2 años;56;V.JANACEK;POPULAR;ARIZKORRETA, G.;3;Hipódromo LA ZARZUELA ;1400;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
2_22-09-2013;AL GALOP;3;2 años;57;J.L.MARTINEZ;IVAN 17;MARIN, M.A.;1;Hipódromo LA ZARZUELA ;1400;HIERBA
2_22-09-2013;GANNICUS;5;2 años;57;J.GROSJEAN;SAN JOSE;CALLEJO S., T;5;Hipódromo LA ZARZUELA ;1400;HIERBA
2_22-09-2013;HOLY IRELAND;1;2 años;57;J.CROCQUEVIEILLE;TIZIANO;MAROTO, J.L.;4;Hipódromo LA ZARZUELA ;1400;HIERBA
2_22-09-2013;NELSON;2;2 años;57;V.JANACEK;YEGUADA AGF;ARIZKORRETA, G.;2;Hipódromo LA ZARZUELA ;1400;HIERBA
2_22-09-2013;SOLANA;4;2 años;54,5;J.HORCAJADA;BOLAK;FERNANDEZ R., J.C.;3;Hipódromo LA ZARZUELA ;1400;HIERBA
2_22-09-2013;MAGMA;6;2 años;52,5;M.GOMES (53);CENTRO;MARIN, M.A.;6;Hipódromo LA ZARZUELA ;1400;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
3_22-09-2013;LA REPERA (GB);3;3 años;62;V.JANACEK;USSIA-FIGUEROA;ARIZKORRETA, G.;3;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;BLANTOR (IRE);8;4 años;62;M.SECCI;E. PEREZ GUZMAN;MARTIN V., R.;5;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;RAYO ROJO (IRE);2;5 años;62;M.GOMES;HISPANIA;MARTIN V., R.;15;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;ZAHORA;9;3 años;61;J.L.MARTINEZ;CELSO MENDEZ;ALVAREZ, M.;13;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;CARROUSEL;13;3 años;61;I.BORREGO;SAN MARCIAL;BORREGO R , J. M.;8;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;GREEN NIGHT (IRE);15;5 años;61;SRTA GALVEZ,G. (59);LAS AGUILAS;IVANOVA, E;7;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;DIEGUITO RIVERA (FR);4;3 años;60;J.CROCQUEVIEILLE;RACING PARDO;HERNANDEZ, M.;4;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;GIMENA;99;4 años;60;J.HORCAJADA;CURTO RAUL FERNANDEZ;BORREGO R , J. M.;12;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;VANITY FAIR;5;3 años;59;O.O. DE URBINA;ASTURLEÑA;LOPEZ, J.;14;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;CALLSIDE (IRE);6;4 años;58;M.A.NARVAEZ (56) (B.Roja);E. PEREZ GUZMAN;MARTIN V., R.;6;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;FIGUEIRAS;10;3 años;58;J.GROSJEAN;PEREIRA S.A.T.;CALLEJO S., T;10;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;FACE TO FACE;1;3 años;57;R.C.MONTENEGRO;LOS TONELES;RODRIGUEZ, F.;2;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;CIUDADANO KANE;11;3 años;55;F.JIMENEZ;Y AHORA QUE;GUTIERREZ, A.;11;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;VALLARTA;7;4 años;55;G.MADERO;CENTRO;MARIN, M.A.;9;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;SOLIMAN;14;3 años;50;V.SANCHEZ;EL BUBI;SANCHEZ C., A.;16;Hipódromo LA ZARZUELA ;1600;HIERBA
3_22-09-2013;MY FAIR LADY;12;4 años;50;A.GUTIERREZ B. (47)(B.Roja);LAS AGUILAS;IVANOVA, E;1;Hipódromo LA ZARZUELA ;1600;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
4_22-09-2013;FINLEY CONNOLLY (IRE);2;4 años;63;J.L.MARTINEZ;;ALVAREZ, M.;2;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;VETONIA (IRE);5;4 años;63;R.RAMOS;MADELAINE;RECIO, B.;3;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;LATE TELEGRAPH (IRE);10;5 años;60;A.G.DELGADO (58) (B.Blanca);MADELAINE;HUAYAS, R.;7;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;BLACK DIBEL (GB);12;5 años;59;J.E.JARCOVSKY;LABERINTO;GOMEZ, G.;11;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;ROCK MUSIC;3;3 años;59;M.BORREGO;YEGUADA CORTIÑAL;RODRIGUEZ, J.A.;8;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;WAD VISON;4;3 años;59;V.JANACEK;;RODRIGUEZ, J.A.;10;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;DUBROVNIK;6;3 años;58;O.O. DE URBINA;YEGUADA LAS CUEVAS;CALDERON, J.;5;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;AGUAMARINA (IRE);8;4 años;56;M.GOMES;GUIMAR;PEREZ, F.;12;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;CARIÑOSA;11;3 años;56;J.HORCAJADA;DONALFA;PEREZ, M.J.;6;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;JUNGLE (GB);7;4 años;55;M.SECCI (B.Blanca);LABERINTO;GOMEZ, G.;4;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;PARIPE (GB);1;3 años;54;J.CROCQUEVIEILLE (54,5);AFRICA;OSORIO, J.M.;1;Hipódromo LA ZARZUELA ;1600;HIERBA
4_22-09-2013;AL QUEST (IRE);9;3 años;52;M.A.NARVAEZ;HERMANOS SILVA;BORREGO, J.M.;9;Hipódromo LA ZARZUELA ;1600;HIERBA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;KG;JINETE;CUADRA;PREPARADOR;CAJÓN;HIPODROMO;DISTANCIA;PISTA
5_22-09-2013;INFINITY ONE;2;4 años;58,5;J.B.HAMEL;SALVADOR MARQUEZ;VALENTI, B.;6;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;KETALA (FR);11;4 años;58,5;O.O. DE URBINA;LAC INTERNACIONAL;LOPEZ, J.;5;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;TAFADHALI;4;5 años;58,5;F.JIMENEZ;LAJORQUIN;SANCHEZ C., A.;4;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;AGUSTINA (GB);10;3 años;55;J.GROSJEAN;PAGANINI;CALLEJO S., T;2;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;BABY COOKIE;9;3 años;55;R.C.MONTENEGRO;REZA PAZOOKI;RODRIGUEZ, F.;7;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;BOHEMIAN RHAPSODY;6;3 años;55;M.BORREGO (55,5);CIELO DE MADRID;RODRIGUEZ, O.;9;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;CANTARELLA (IRE);8;3 años;55;M.GOMES;ODISEA;GOMEZ, I.;8;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;FILLY MEDI (FR);3;3 años;55;J.L.MARTINEZ;SAFSAF;DELCHER, CH.;12;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;FRINE (IRE);1;3 años;55;J.CROCQUEVIEILLE;DUQUE DE ALBURQUERQUE;OSORIO, J.M.;1;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;JEVENESE ONE (FR);12;3 años;55;G.MADERO (B.Blanca);SALVADOR MARQUEZ;VALENTI, B.;3;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;MARCHA FRESCA (GB);7;3 años;55;J.HORCAJADA;AFRICA;OSORIO, J.M.;11;Hipódromo LA ZARZUELA ;2200;HIERBA
5_22-09-2013;NAVARRA;5;3 años;55;V.JANACEK;POPULAR;ARIZKORRETA, G.;10;Hipódromo LA ZARZUELA ;2200;HIERBA
