2_23-10-2016,AFFOBURG(FR),4,2.0,57.0,H.JOURNIAC,ALAINJATHIERE,S.BROGI,4,HIPODROMO LA ZARZUELA,1600,HIERBA
2_23-10-2016,CHAMBERY(FR),5,2.0,57.0,E.HARDOUIN,EDIF,A.IMAZC.,1,HIPODROMO LA ZARZUELA,1600,HIERBA
2_23-10-2016,CHARLOTTHEKID(FR),2,2.0,57.0,G.BENOIST,MEDITERRANEO,CH.DELCHER,7,HIPODROMO LA ZARZUELA,1600,HIERBA
2_23-10-2016,CURILLINES,6,2.0,57.0,R.SOUSA,ROBER,R.AVIALS.,6,HIPODROMO LA ZARZUELA,1600,HIERBA
2_23-10-2016,ECRINDESBIEFFES(FR),3,2.0,57.0,B.FAYOS,REMOLINA,A.REMOLINA,2,HIPODROMO LA ZARZUELA,1600,HIERBA
2_23-10-2016,NUBENEGRA,7,2.0,57.0,J.GELABERT,LACINTERNACIONAL,J.LOPEZ,3,HIPODROMO LA ZARZUELA,1600,HIERBA
2_23-10-2016,ROMPEOLAS(IRE),99,2.0,57.0,V.JANACEK,YEGUADAROCIO,G.ARIZKORRETA,8,HIPODROMO LA ZARZUELA,1600,HIERBA
2_23-10-2016,FUENTEESTEIS(FR),1,2.0,55.5,J.GROSJEAN(G.Roja),ROBER,R.AVIAL,5,HIPODROMO LA ZARZUELA,1600,HIERBA
1_30-05-2021,ARCINSHADOW(IRE),5,3.0,57.0,R.SOUSA,MARQUESDEMIRAFLORESDESANANTONIO,CH.DELCHER,4,HIPODROMO LA ZARZUELA,1600,HIERBA
1_30-05-2021,FEARLESSROCK(IRE),6,3.0,57.0,J.GELABERT,BRISTOLSTUD,T.MARTINS,5,HIPODROMO LA ZARZUELA,1600,HIERBA
1_30-05-2021,GALINDO,3,3.0,57.0,B.FAYOS,PALCOELAMA,J.L.MAROTO,6,HIPODROMO LA ZARZUELA,1600,HIERBA
1_30-05-2021,PENSARRIVA(IRE),4,3.0,57.0,R.RAMOS,VIGURIA,J.M.OSORIO,1,HIPODROMO LA ZARZUELA,1600,HIERBA
1_30-05-2021,PONTDERUDA(IRE),1,3.0,57.0,J.L.MARTINEZ,MEDITERRANEO,G.ARIZKORRETA,2,HIPODROMO LA ZARZUELA,1600,HIERBA
1_30-05-2021,THEGAME(FR),2,3.0,57.0,J.L.BORREGO,CIELODEMADRID,P.OLAVE,3,HIPODROMO LA ZARZUELA,1600,HIERBA
1_25-04-2021,HACKNEY ROAD (GB),6,8.0,62.0,J.L.BORREGO,DE LA HIGUERA,F.PEREZ,3,HIPODROMO LA ZARZUELA,1000,HIERBA
1_25-04-2021,BILLYCOCK HILL (GB),7,6.0,60.0,V.JANACEK,MADRIZ,G.ARIZKORRETA,7,HIPODROMO LA ZARZUELA,1000,HIERBA
1_25-04-2021,PORT GRIMAUD (IRE),2,6.0,59.0,R.SOUSA,SHOSHOLOZA,M&M RACING,2,HIPODROMO LA ZARZUELA,1000,HIERBA
1_25-04-2021,DANCING BALLERINA (IRE),1,5.0,57.0,B.FAYOS,EUROPA,J.C.CERQUEIRA,6,HIPODROMO LA ZARZUELA,1000,HIERBA
1_25-04-2021,KENDAYA (IRE),4,3.0,56.5,R.RAMOS,AGRADO,E.BUZON,4,HIPODROMO LA ZARZUELA,1000,HIERBA
1_25-04-2021,STREAKER (GB),3,4.0,56.0,M.E.FERNANDEZ,MEDINA DIAZ,O.ANAYA,8,HIPODROMO LA ZARZUELA,1000,HIERBA
1_25-04-2021,TANNHAUSER (IRE),8,4.0,56.0,J.GELABERT,YEGUADA AGF,G.ARIZKORRETA,9,HIPODROMO LA ZARZUELA,1000,HIERBA
1_25-04-2021,ALBORAN (FR),5,4.0,55.0,L.FONSECA,IGUELDO,B.MORENO,5,HIPODROMO LA ZARZUELA,1000,HIERBA
1_25-04-2021,MRS JENNINGS (GB),9,3.0,51.0,M.HRUBOSOVA,DELDAN,CH.DELCHER,1,HIPODROMO LA ZARZUELA,1000,HIERBA
1_17-06-2012,CANTARELLA (IRE),4,2.0,57.0,A.GOMEZ,ODISEA,"GOMEZ, I.",2,HIPODROMO LA ZARZUELA,1200,HIERBA
1_17-06-2012,YAKARAK,3,2.0,57.0,J.CROCQUEVIEILLE,YEGUADA MILAGRO,"CALLEJO S., T",1,HIPODROMO LA ZARZUELA,1200,HIERBA
1_17-06-2012,ZAHORA,2,2.0,57.0,J.L.MARTINEZ,CELSO MENDEZ,"ALVAREZ, M.",7,HIPODROMO LA ZARZUELA,1200,HIERBA
1_17-06-2012,BEAR PRINCE (GER),5,2.0,55.0,O.O. DE URBINA,LOS TONELES,"RODRIGUEZ, F.",6,HIPODROMO LA ZARZUELA,1200,HIERBA
1_17-06-2012,COLLIO SIDE,1,2.0,55.0,J.GROSJEAN,SAFSAF,"DELCHER S., M.",4,HIPODROMO LA ZARZUELA,1200,HIERBA
1_17-06-2012,MEDITERRANEO (GB),6,2.0,55.0,V.JANACEK,YEGUADA AGF,"ARIZKORRETA, G.",3,HIPODROMO LA ZARZUELA,1200,HIERBA
1_17-06-2012,VRAIFOL,7,2.0,55.0,F.JIMENEZ,CIELO DE MADRID,"RODRIGUEZ,O.",5,HIPODROMO LA ZARZUELA,1200,HIERBA
1_23-10-2016,BEATRIZ,2,2.0,57.0,J.GROSJEAN,REZAPAZOOKI,F.RODRIGUEZ,3,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,DREAMSO'CONNOR(GB),7,2.0,57.0,M.GOMES,SCUDERIADREAMROAD,M.AUGELLI,10,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,LAHERRERIA,11,2.0,57.0,J.L.BORREGO,ASOCIACIONOROǦENALTO,F.PEREZ,8,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,NAPERONIA(FR),1,2.0,57.0,E.HARDOUIN,RANAKHADDAM,A.IMAZC.,9,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,PITAYA,9,2.0,57.0,E.ARGUINZONES,YEGUADAARANJUEZ,M.HERNANDEZ,5,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,QUEENWHITY,4,2.0,57.0,V.JANACEK,YEGUADAAGF,G.ARIZKORRETA,2,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,QUMRAM,5,2.0,57.0,J.L.MARTINEZ,LACINTERNACIONAL,J.LOPEZ,1,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,CANTABRA(IRE),10,2.0,55.5,J.GELABERT,POPULAR,G.ARIZKORRETA,4,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,DANSILA(FR),8,2.0,55.5,R.SOUSA,ARCO,F.PEREZ,6,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,FARAUNSI(IRE),6,2.0,55.5,B.FAYOS,SANTABARBARA,J.M.OSORIO,12,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,FIESTA,99,2.0,55.5,G.MADERO,CIUDADRODRIGO,J.LOPEZ,7,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,KHALEESI,99,2.0,55.5,I.BORREGO,BRAVOTANGOZULU,V.B.BUDA,11,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-10-2016,OHGLORIA(FR),3,2.0,55.5,E.REVOLTE,ROBERTOCOCHETEUX,J.M.OSORIO,13,HIPODROMO LA ZARZUELA,1400,HIERBA
1_16-05-2021,SPEEDFUL (GB),3,3.0,60.0,B.FAYOS,NEGURI,L. ENNOUNI,5,HIPODROMO LA ZARZUELA,2200,HIERBA
1_16-05-2021,WHITE BAY (GB),1,3.0,58.5,R.RAMOS,YEGUADA VALMODOMUS,R.MARTIN A.,4,HIPODROMO LA ZARZUELA,2200,HIERBA
1_16-05-2021,IDEAL,8,3.0,58.0,J.L.MARTINEZ,EL GIRALDILLO,G.ARIZKORRETA,8,HIPODROMO LA ZARZUELA,2200,HIERBA
1_16-05-2021,ASTRAL,4,3.0,57.0,V.JANACEK,ATERPE,G.ARIZKORRETA,3,HIPODROMO LA ZARZUELA,2200,HIERBA
1_16-05-2021,DARINFIANE (FR),7,3.0,55.5,R.N.VALLE,ANTHONY DENNIS FORDE,F.RODRIGUEZ,2,HIPODROMO LA ZARZUELA,2200,HIERBA
1_16-05-2021,GIANNINA,6,3.0,55.0,R.SOUSA,MARQUES DE MIRAFLORES DE SAN ANTONIO,CH.DELCHER,6,HIPODROMO LA ZARZUELA,2200,HIERBA
1_16-05-2021,TRAINERO,5,3.0,54.5,J.GELABERT,EL REMO,G.ARIZKORRETA,1,HIPODROMO LA ZARZUELA,2200,HIERBA
1_16-05-2021,MAURO,2,3.0,52.0,M.HRUBOSOVA (49),LOUGHTOWN STUD LTD.,E.LEON,7,HIPODROMO LA ZARZUELA,2200,HIERBA
5_20-07-2017,ASCANIO,6,3.0,58.0,J.E.JARCOVSKY,ROBERTOCOCHETEUX,J.M.OSORIO,7,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
5_20-07-2017,FORBAIFOR,2,3.0,58.0,J.L.MARTINEZ,SANCRISTOBAL,J.LOPEZ,2,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
5_20-07-2017,NICETOMEETYOU(ITY),7,3.0,58.0,J.GELABERT,MARGHERITATURA,M.TELLINI,3,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
5_20-07-2017,PERDIGON,8,3.0,58.0,M.GOMES,DELTA,M.A.MARIN,5,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
5_20-07-2017,RAVENOAK(IRE),5,3.0,58.0,V.JANACEK,ESPECTACULO,H.PEREIRA,4,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
5_20-07-2017,FILIRA(IRE),3,3.0,56.5,B.FAYOS,DUQUEDEALBURQUERQUE,J.M.OSORIO,8,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
5_20-07-2017,QUICKARTIST(IRE),1,3.0,56.5,R.SOUSA,EACHWAY,A.SANCHEZC.,1,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
5_20-07-2017,LITTLEBECKLADY(GB),4,3.0,55.0,"F.JIMENEZ(55,5)",JIMENA,B.RAMA,6,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
2_03-10-2014,SIR PEPO,6,4.0,62.0,J.J.SALGUERO (60),SOÑADOR,"SALGUERO, J.",1,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_03-10-2014,DUBAI SPRING (USA),1,5.0,61.0,J.E.JARCOVSKY,LABERINTO,"GOMEZ, G.",10,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_03-10-2014,LESAKA (FR),8,5.0,61.0,B.FAYOS,YEGUADA MARQUES,"PUENTE, E.",5,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_03-10-2014,OLIVENZA,2,3.0,60.5,"E.ARGUINZONES (58,5)",A'CASIÑA,"RODRIGUEZ, J.A.",9,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_03-10-2014,CILENA DE ARCADIA (FR),9,3.0,60.5,V.JANACEK,COMANSI,"FERNANDEZ, C",6,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_03-10-2014,POLGAR,3,3.0,59.5,"M.A.NARVAEZ (57,5)",MARISOL,"FERNANDEZ, C",8,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_03-10-2014,INDYKOVA,4,3.0,58.5,"J.GELABERT (55,5)",AMIGOS DEL MOYATE,"CALLEJO S., T",4,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_03-10-2014,LA PUFERA,10,3.0,58.5,I.BORREGO,CURTO RAUL FERNANDEZ,"SILVA, F.",2,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_03-10-2014,INNUENDO (FR),7,3.0,57.5,J.L.BORREGO,CIELO DE MADRID,"RODRIGUEZ, O.",3,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_03-10-2014,FLECHE D'ARCIS (FR),5,6.0,57.0,M.GOMES,METAPHOR,"MENDES, I.",7,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
2_21-08-2014,ALCANO,1,3.0,57.0,J.L.MARTINEZ,NEARCO,"LEON, E",4,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
2_21-08-2014,RIBAHUI,3,3.0,57.0,J.L.BORREGO,CALEJAÑA,"FERNANDEZ R., J.C.",3,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
2_21-08-2014,AELITA,4,3.0,55.5,O.O. DE URBINA,L. Y J.A. ALONSO,"FERNANDEZ R., J.C.",1,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
2_21-08-2014,KINGKAYE (FR),2,3.0,55.5,J.CROCQUEVIEILLE,HABIT,"FERNANDEZ R., J.C.",2,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
2_21-08-2014,LA PEPA,5,3.0,54.0,M.SECCI,BARREIROS,"ROSELL,J.C.",5,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
2_01-11-2015,SUEVA,2,4.0,62.0,V.JANACEK,TIZIANO,J.L.MAROTO,5,HIPODROMO LA ZARZUELA,1800,HIERBA
2_01-11-2015,DAVASA,5,3.0,62.0,I.BORREGO,BAEZA,D.DIEZ,6,HIPODROMO LA ZARZUELA,1800,HIERBA
2_01-11-2015,BELGE MENCI (GER),3,4.0,62.0,N.DE JULIAN (61),MAGICA,M.AUGELLI,7,HIPODROMO LA ZARZUELA,1800,HIERBA
2_01-11-2015,CHARLITO,8,4.0,61.5,M.GOMES,CDE CIBELES,M.HERNANDEZ,3,HIPODROMO LA ZARZUELA,1800,HIERBA
2_01-11-2015,CUENTISTA,1,6.0,59.0,J.L.MARTINEZ,ODISEA,A.CARRASCO,2,HIPODROMO LA ZARZUELA,1800,HIERBA
2_01-11-2015,NOVGOROD (GB),6,5.0,59.0,J.L.BORREGO,COMETA,J.C.ROSELL,1,HIPODROMO LA ZARZUELA,1800,HIERBA
2_01-11-2015,HUERTA GRANDE (FR),4,4.0,58.0,B.FAYOS,CASTILLO DE CHARETA,T.MARTINS,4,HIPODROMO LA ZARZUELA,1800,HIERBA
2_01-11-2015,HANIBAL,7,3.0,55.0,A.GOMEZ,CALVENTE CHECA,J.J.CHAVARRIAS,8,HIPODROMO LA ZARZUELA,1800,HIERBA
