1_16-10-2011,BARONIA,1,4.0,56.5,V.JANACEK,LETOILE,J.L.DESALAS,5,HIPODROMO LA ZARZUELA,1600,HIERBA
1_20-05-2012,BARONIA,2,5.0,61.5,V.JANACEK,LETOILE,J.L.DESALAS,4,HIPODROMO LA ZARZUELA,1800,HIERBA
2_10-06-2012,BARONIA,1,5.0,60.0,V.JANACEK,LETOILE,J.L.DESALAS,5,HIPODROMO LA ZARZUELA,2000,HIERBA
4_19-06-2011,BARONIA,1,4.0,60.0,V.JANACEK,LETOILE,J.L.DESALAS,8,HIPODROMO LA ZARZUELA,1800,HIERBA
5_28-10-2012,BARONIA,1,5.0,56.5,V.JANACEK,LETOILE,J.L.DESALAS,8,HIPODROMO LA ZARZUELA,1600,HIERBA
3_14-05-2017,BARONVOLADOR,13,3.0,58.0,E.REVOLTE,ODISEA,A.CARRASCO,10,HIPODROMO LA ZARZUELA,1800,HIERBA
2_23-04-2017,BARONVOLADOR,9,3.0,58.0,J.L.MARTINEZ,ODISEA,A.CARRASCO,1,HIPODROMO LA ZARZUELA,1200,HIERBA
1_28-08-2011,BAROUD DE COEUR (FR),1,5.0,67.5,SR.FOULON.Q,SANMARCIAL,J.M.BORREGO.B,7,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
4_21-08-2011,BARROCCO,1,5.0,58.0,B.FAYOS,LLAS,J.L.VALVERDE,3,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
4_19-08-2012,BARROCCO,8,6.0,56.0,J.HORCAJADA,LLAS,J.L.VALVERDE,6,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
1_11-09-2011,BARROCCO,2,5.0,64.5,SR.MARTIN.A.R,LLAS,J.L.VALVERDE,3,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
3_5-02-2012,BARROCCO,10,6.0,63.0,A.GOMEZ,LLAS,J.L.VALVERDE,4,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,2100,HIERBA
4_03-06-2012,BARROCCO,12,6.0,57.0,B.FAYOS,LLAS,J.L.VALVERDE,12,HIPODROMO LA ZARZUELA,2100,HIERBA
4_20-05-2012,BARROCCO,2,6.0,56.0,B.FAYOS,LLAS,J.L.VALVERDE,8,HIPODROMO LA ZARZUELA,2100,HIERBA
4_09-10-2011,BARROCCO,11,5.0,59.0,E.MELIAN,LLAS,J.L.VALVERDE,6,HIPODROMO LA ZARZUELA,2200,HIERBA
3_26-06-2011,BARROCCO,7,5.0,60.0,J.C.CERQUEIRA,LLAS,J.L.VALVERDE,1,HIPODROMO LA ZARZUELA,2000,HIERBA
1_03-07-2020,BARRY LYNDON (FR),3,6.0,65.0,SRTA.MARTINEZ.L,ELSABLE,E.PUENTE,8,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
3_4-11-2018,BARRY LYNDON (FR),6,4.0,59.5,R.SOUSA,RIOCUBASSL,O.ANAYA,1,HIPODROMO LA ZARZUELA,2200,HIERBA
4_1-04-2018,BARRY LYNDON (FR),1,4.0,60.5,B.FAYOS,SALVADORMARQUEZ,J.L.MAROTO,5,HIPODROMO LA ZARZUELA,2100,HIERBA
3_14-05-2017,BARRY LYNDON (FR),6,3.0,56.5,V.M.VALENZUELA,SALVADORMARQUEZ,J.L.MAROTO,5,HIPODROMO LA ZARZUELA,1800,HIERBA
4_03-10-2014,BARUK,4,3.0,57.5,V.JANACEK,BRAZACORTA,B.GELABERT,9,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
3_31-12-2011,BARULLO,9,2.0,55.0,J.C.CERQUEIRA,CEREZOLARRECHE,B.VALENTI,9,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
1_02-10-2011,BARULLO,9,2.0,57.0,J.C.CERQUEIRA,CEREZOLARRECHE,B.VALENTI,2,HIPODROMO LA ZARZUELA,1500,HIERBA
2_18-09-2011,BARULLO,11,2.0,57.0,J.C.CERQUEIRA,CEREZOLARRECHE,B.VALENTI,10,HIPODROMO LA ZARZUELA,1400,HIERBA
3_15-04-2012,BARULLO,4,3.0,57.0,J.C.CERQUEIRA,CEREZOLARRECHE,B.VALENTI,7,HIPODROMO LA ZARZUELA,2100,HIERBA
1_12-02-2012,BARULLO,4,3.0,56.0,J.CROCQUEVIEILLE,CEREZOLARRECHE,B.VALENTI,5,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1600,HIERBA
4_03-06-2012,BARULLO,7,3.0,51.0,M.GOMES,CEREZOLARRECHE,B.VALENTI,6,HIPODROMO LA ZARZUELA,2100,HIERBA
2_04-05-2012,BARULLO,4,3.0,56.0,O.O.URBINA,CEREZOLARRECHE,B.VALENTI,7,HIPODROMO LA ZARZUELA,1800,ARENA-FIBRA
3_14-06-2012,BARULLO,6,3.0,62.0,O.O.URBINA,CEREZOLARRECHE,B.VALENTI,3,HIPODROMO LA ZARZUELA,2300,ARENA-FIBRA
3_20-05-2012,BARULLO,1,3.0,61.5,O.O.URBINA,CEREZOLARRECHE,B.VALENTI,2,HIPODROMO LA ZARZUELA,2100,HIERBA
1_17-07-2014,BASE RATE (USA),9,3.0,55.5,M.GOMES,SIEMPREFANI,T.MARTINS,5,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
1_30-11-2014,BASOÑAS,10,2.0,56.0,R.RAMOS,DOXASTRE,F.SILVA,10,HIPODROMO LA ZARZUELA,1600,HIERBA
2_20-11-2011,BATILIA,12,3.0,54.5,J.L.BORREGO,DUO,J.SALGUERO,1,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1500,HIERBA
3_29-07-2011,BATILIA,10,3.0,60.0,M.GOMES,DUO,J.SALGUERO,7,HIPODROMO COSTA DEL SOL,1800,ARENA
3_16-07-2011,BATILIA,12,3.0,53.0,R.NAYLOR,DUO,J.SALGUERO,3,HIPODROMO COSTA DEL SOL,1300,ARENA
2_04-12-2011,BATILIA,15,3.0,56.0,SRTA.GELABERT.L,DUO,J.SALGUERO,9,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1500,HIERBA
2_22-04-2011,BATILIA,11,3.0,54.5,A.GOMEZ,GUADALIMAR,J.SALGUERO,2,HIPODROMO COSTA DEL SOL,1300,ARENA
4_10-06-2020,BATTLE OF WATERLOO (IRE),2,4.0,59.5,B.FAYOS,DIAZMOR,O.ANAYA,8,HIPODROMO DE SAN SEBASTIAN,1400,HIERBA
3_27-11-2020,BATTLE OF WATERLOO (IRE),2,4.0,61.0,R.SOUSA,DIAZMOR,O.ANAYA,4,HIPODROMO DE SAN SEBASTIAN,1500,HIERBA
5_01-07-2021,BATTLE OF WATERLOO (IRE),3,5.0,57.0,F.JIMENEZ,DIAZMOR,E.BUZON,7,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
4_30-05-2021,BATTLEOFWATERLOO (IRE),11,5.0,57.0,J.GELABERT,DIAZMOR,O.ANAYA,7,HIPODROMO LA ZARZUELA,1200,HIERBA
2_12-07-2020,BATTLEOFWATERLOO (IRE),3,4.0,61.0,L.FONSECA,DIAZMOR,O.ANAYA,4,HIPODROMO LA ZARZUELA,1200,HIERBA
2_17-06-2012,BAZTAN,6,4.0,59.0,R.H.HUAYAS,CALEJAÑA,J.HIDALGO,7,HIPODROMO LA ZARZUELA,1200,HIERBA
4_15-04-2012,BAZTAN,12,4.0,58.5,R.H.HUAYAS,CALEJAÑA,D.LOPEZ.F,2,HIPODROMO LA ZARZUELA,2000,HIERBA
3_05-07-2012,BAZTAN,1,4.0,62.0,R.HUAYAS,CALEJAÑA,J.HIDALGO,3,HIPODROMO LA ZARZUELA,1600,ARENA-FIBRA
2_29-04-2012,BAZTAN,11,4.0,59.0,SR.AGUILERA.R,CALEJAÑA,D.LOPEZ.F,9,HIPODROMO LA ZARZUELA,1600,HIERBA
1_01-01-2017,BEAR ESSENTIALS (GB),3,3.0,56.0,A.GOMEZ,ROCCOS,T.MARTINS,4,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1300,HIERBA
1_28-5-2017,BEAR ESSENTIALS (IRE),2,3.0,57.0,V.JANACEK,ROCCOS,T.MARTINS,6,HIPODROMO LA ZARZUELA,1200,HIERBA
2_06-10-2013,BEAR PRINCE (GER),2,3.0,56.0,J.L.MARTINEZ,CANTER,E.LEON,5,HIPODROMO LA ZARZUELA,2200,HIERBA
4_24-11-2013,BEAR PRINCE (GER),2,3.0,60.0,J.L.MARTINEZ,CANTER,E.LEON,3,HIPODROMO LA ZARZUELA,1800,HIERBA
5_09-03-2014,BEAR PRINCE (GER),2,4.0,56.0,M.GOMES,CANTER,E.LEON,4,HIPODROMO LA ZARZUELA,1800,HIERBA
1_15-08-2012,BEAR PRINCE (GER),5,2.0,57.0,O.O.URBINA,LOSTONELES,F.RODRIGUEZ,4,HIPODROMO DE SAN SEBASTIAN,1400,HIERBA
1_17-03-2013,BEAR PRINCE (GER),6,3.0,56.0,J.L.MARTINEZ,LOSTONELES,F.RODRIGUEZ,4,HIPODROMO LA ZARZUELA,2100,HIERBA
1_17-06-2012,BEAR PRINCE (GER),5,2.0,55.0,O.O.URBINA,LOSTONELES,F.RODRIGUEZ,6,HIPODROMO LA ZARZUELA,1200,HIERBA
1_05-03-2017,BEARESSENTIALS (IRE),3,3.0,58.0,A.GOMEZ,ROCCOS,T.MARTINS,6,HIPODROMO LA ZARZUELA,1400,HIERBA
1_23-04-2017,BEARESSENTIALS (IRE),3,3.0,58.0,B.FAYOS,ROCCOS,T.MARTINS,6,HIPODROMO LA ZARZUELA,1200,HIERBA
2_20-07-2017,BEARESSENTIALS (IRE),4,3.0,58.0,R.SOUSA,ROCCOS,T.MARTINS,1,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
5_15-08-2012,BEAT THE WIND(IRE),5,4.0,58.5,C.NORA,EHUN,R.MARTIN.S,2,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
4_21-07-2013,BEAT THE WIND(IRE),3,5.0,62.0,J.HORCAJADA,REMOLINA,A.REMOLINA,1,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
4_24-05-2018,BEATRIZ,6,4.0,61.5,B.FAYOS,REZAPAZOOKI,O.ANAYA,7,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,2000,ARENA
1_14-07-2016,BEATRIZ,5,2.0,54.5,J.GELABERT,REZAPAZOOKI,F.RODRIGUEZ,2,HIPODROMO LA ZARZUELA,1100,ARENA-FIBRA
2_23-04-2017,BEATRIZ,10,3.0,56.5,A.FIORI,REZAPAZOOKI,F.RODRIGUEZ,8,HIPODROMO LA ZARZUELA,1200,HIERBA
2_20-09-2018,BEATRIZ,5,4.0,61.5,B.FAYOS,REZAPAZOOKI,O.ANAYA,2,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1900,ARENA
1_23-10-2016,BEATRIZ,2,2.0,57.0,J.GROSJEAN,REZAPAZOOKI,F.RODRIGUEZ,3,HIPODROMO LA ZARZUELA,1400,HIERBA
2_19-03-2017,BEATRIZ,8,3.0,57.0,O.O.URBINA,REZAPAZOOKI,F.RODRIGUEZ,2,HIPODROMO LA ZARZUELA,1600,HIERBA
2_1-08-2019,BEATRIZITA,10,2.0,55.0,J.L.MARTINEZ,ROBERTOCOCHETEUX,F.RODRIGUEZ,5,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
3_04-05-2014,BEAUTIFUL SPIRIT (GB),9,6.0,54.5,F.JIMENEZ,BENTONGOODBRAND,L.PHILLIPS,10,HIPODROMO LA ZARZUELA,2800,HIERBA
3_10-08-2014,BEAUTIFUL SPIRIT (GB),11,6.0,61.0,G.MADERO,BENTONGOODBRAND,L.PHILLIPS,14,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
4_26-09-2014,BEAUTIFUL SPIRIT (GB),10,6.0,50.0,J.GELABERT,BENTONGOODBRAND,L.PHILLIPS,10,HIPODROMO LA ZARZUELA,2300,ARENA-FIBRA
5_13-07-2014,BEAUTIFUL SPIRIT (IRE),11,6.0,58.0,M.SECCI,BENTONGOODBRAND,L.PHILLIPS,13,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
1_23-10-2020,BECHO (FR),3,2.0,57.0,I.MELGAREJO,SALVADORMARQUEZ,E.BUZON,6,HIPODROMO LA ZARZUELA,1400,HIERBA
5_30-12-2020,BECHO (FR),4,2.0,54.5,I.MELGAREJO,SALVADORMARQUEZ,E.BUZON,1,HIPODROMO LA ZARZUELA,1700,ARENA-FIBRA
4_26-08-2018,BECQUA OWENZINDA (FR),6,4.0,55.0,J.B.HAMEL,CEJUELA,J.J.CHAVARRIAS,3,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
2_17-09-2017,BECQUA OWENZINDA (FR),15,3.0,54.5,A.FIORI,CEJUELA,J.J.CHAVARRIAS,5,HIPODROMO LA ZARZUELA,1500,HIERBA
3_09-11-2017,BECQUA OWENZINDA (FR),6,3.0,62.0,J.GELABERT,CEJUELA,J.J.CHAVARRIAS,1,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1500,ARENA
3_30-09-2018,BECQUA OWENZINDA (FR),8,4.0,58.0,R.C.MONTENEGRO,CEJUELA,J.J.CHAVARRIAS,14,HIPODROMO LA ZARZUELA,1600,HIERBA
2_23-10-2020,BELADOR,5,2.0,55.5,J.L.MARTINEZ,TOLEDO,A.NUÑEZ,3,HIPODROMO LA ZARZUELA,1400,HIERBA
3_30-05-2021,BELADOR,4,3.0,53.5,M.E.FERNANDEZ,TOLEDO,A.NUÑEZ,4,HIPODROMO LA ZARZUELA,1600,HIERBA
2_13-04-2014,BELAGUA (IRE),6,5.0,56.0,B.FAYOS,POPULAR,G.ARIZKORRETA,5,HIPODROMO LA ZARZUELA,2100,HIERBA
4_17-11-2013,BELAGUA (IRE),5,4.0,59.0,O.O.URBINA,POPULAR,G.ARIZKORRETA,9,HIPODROMO LA ZARZUELA,2200,HIERBA
3_28-10-2012,BELAGUA (IRE),1,3.0,53.5,V.JANACEK,POPULAR,G.ARIZKORRETA,4,HIPODROMO LA ZARZUELA,2200,HIERBA
1_30-05-2014,BELAGUA (IRE),1,5.0,61.0,V.JANACEK,POPULAR,G.ARIZKORRETA,1,HIPODROMO DE PINEDA,2200,ARENA
5_12-08-2012,BELAGUA (IRE),10,3.0,54.0,V.JANACEK,QUINTOREAL,G.ARIZKORRETA,8,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
5_27-05-2012,BELAGUA (IRE),7,3.0,57.0,J.L.BORREGO,QUINTOREAL,G.ARIZKORRETA,8,HIPODROMO LA ZARZUELA,2200,HIERBA
1_11-03-2012,BELAGUA (IRE),7,3.0,57.0,V.JANACEK,QUINTOREAL,G.ARIZKORRETA,13,HIPODROMO LA ZARZUELA,1600,HIERBA
3_13-09-2013,BELATE,3,5.0,58.0,I.BORREGO,CARBIAL,J.M.BORREGO.R,7,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
5_12-08-2012,BELATE,6,4.0,58.5,J.L.BORREGO,CARBIAL,J.M.BORREGO.R,3,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
3_17-03-2013,BELATE,3,5.0,57.0,J.L.BORREGO,CARBIAL,J.M.BORREGO.R,8,HIPODROMO LA ZARZUELA,1600,HIERBA
5_14-10-2012,BELATE,5,4.0,57.0,J.L.BORREGO,CARBIAL,J.M.BORREGO.R,2,HIPODROMO LA ZARZUELA,2000,HIERBA
1_02-12-2012,BELATE,1,4.0,59.5,SR.PINEDA.G,CARBIAL,J.M.BORREGO.R,2,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1600,HIERBA
5_19-07-2012,BELATE,4,4.0,64.5,SR.SANTAMARIA.J.A,CARBIAL,J.M.BORREGO.R,7,HIPODROMO LA ZARZUELA,1600,ARENA-FIBRA
5_04-09-2011,BELATE,3,3.0,56.0,J.CROCQUEVIEILLE,SANCRISTOBAL,J.LOPEZ,5,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
1_16-10-2011,BELATE,6,3.0,55.0,F.JIMENEZ,SANCRISTOBAL,J.LOPEZ,3,HIPODROMO LA ZARZUELA,1600,HIERBA
2_15-08-2012,BELEFORONTE (IRE),11,3.0,56.0,J.CROCQUEVIEILLE,DUQUEDEALBURQUERQUE,J.M.OSORIO,4,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
2_30-10-2011,BELEFORONTE (IRE),7,2.0,57.0,J.CROCQUEVIEILLE,DUQUEDEALBURQUERQUE,J.M.OSORIO,8,HIPODROMO LA ZARZUELA,1600,HIERBA
3_02-12-2012,BELEFORONTE (IRE),7,3.0,58.0,A.GOMEZ,INSTAGONZA,F.PEREZ,5,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,2100,HIERBA
4_28-10-2012,BELEFORONTE (IRE),9,3.0,57.0,A.SANTANA,INSTAGONZA,F.PEREZ,9,HIPODROMO LA ZARZUELA,1800,HIERBA
3_23-12-12,BELEFORONTE (IRE),8,3.0,55.0,F.JIMENEZ,INSTAGONZA,F.PEREZ,1,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1400,HIERBA
2_13-07-2014,BELGE MENCI (GER),4,3.0,54.5,J.L.MARTINEZ,BLOKE,J.C.FERNANDEZ,10,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
4_31-08-2015,BELGE MENCI (GER),5,4.0,52.0,J.GELABERT,MAGICA,M.AUGELLI,3,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
3_03-07-2020,BELGE MENCI (GER),3,9.0,52.0,J.GELABERT,MAGICA,M.AUGELLI,10,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
3_07-06-2020,BELGE MENCI (GER),7,9.0,51.0,J.GELABERT,MAGICA,M.AUGELLI,11,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
4_21-08-2020,BELGE MENCI (GER),3,9.0,53.5,J.GELABERT,MAGICA,M&M.RACING,4,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
5_15-08-2015,BELGE MENCI (GER),6,4.0,62.0,S.SAADI,MAGICA,M.AUGELLI,3,HIPODROMO DE SAN SEBASTIAN,1500,HIERBA
3_17-09-2017,BELGE MENCI (GER),5,6.0,59.5,J.L.BORREGO,MAGICA,M.AUGELLI,7,HIPODROMO LA ZARZUELA,2100,HIERBA
3_02-11-2014,BELGE MENCI (GER),2,3.0,54.5,M.SECCI,MAGICA,M.AUGELLI,5,HIPODROMO LA ZARZUELA,1800,HIERBA
2_01-11-2015,BELGE MENCI (GER),3,4.0,62.0,N.DE.JULIAN,MAGICA,M.AUGELLI,7,HIPODROMO LA ZARZUELA,1800,HIERBA
3_9-04-2017,BELGE MENCI (GER),8,6.0,53.0,N.DE.JULIAN,MAGICA,M.AUGELLI,14,HIPODROMO LA ZARZUELA,2400,ARENA-FIBRA
4_14-04-2019,BELGE MENCI (GER),6,8.0,53.0,R.N.VALLE,MAGICA,M.AUGELLI,12,HIPODROMO LA ZARZUELA,2200,HIERBA
2_16-10-2016,BELGE MENCI (GER),5,5.0,51.0,SRTA.GELABERT.L,MAGICA,M.AUGELLI,6,HIPODROMO LA ZARZUELA,2800,HIERBA
3_17-01-2016,BELGE MENCI (GER),8,5.0,60.0,V.JANACEK,MAGICA,M.AUGELLI,1,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1800,HIERBA
4_26-11-2015,BELGE MENCI (GER),5,4.0,57.5,V.JANACEK,MAGICA,M.AUGELLI,5,GRAN HIPODROMO DE ANDALUCIA JAVIER PIÑAR HAFNER,1500,ARENA
3_04-08-2016,BELGE MENCI (GER),4,5.0,55.0,V.JANACEK,MAGICA,M.AUGELLI,6,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
3_18-09-2016,BELGE MENCI (GER),3,5.0,61.0,V.JANACEK,MAGICA,M.AUGELLI,9,HIPODROMO LA ZARZUELA,2100,HIERBA
3_29-05-2016,BELGE MENCI (GER),1,5.0,56.0,V.JANACEK,MAGICA,M.AUGELLI,10,HIPODROMO LA ZARZUELA,2200,HIERBA
2_15-06-2019,BELGE MENCI (GER),6,8.0,54.5,V.JANACEK,MAGICA,M.AUGELLI,5,HIPODROMO LA ZARZUELA,2200,HIERBA
3_21-07-2016,BELGE MENCI (GER),1,5.0,61.0,V.JANACEK,MAGICA,M.AUGELLI,6,HIPODROMO LA ZARZUELA,2300,ARENA-FIBRA
3_23-08-2012,BELGIAN CHOCOLATE,6,4.0,60.5,G.MADERO,COVADONGA,D.DELBARRIO,4,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
4_30-08-2012,BELGIAN CHOCOLATE,9,4.0,56.0,SR.DE.JULIAN.N,COVADONGA,D.DELBARRIO,8,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
1_06-08-12,BELGIAN CHOCOLATE,9,4.0,60.5,SRTA.LOPEZ.D,COVADONGA,D.DELBARRIO,3,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
4_29-07-2011,BELIDO,7,7.0,62.0,I.LOPEZ,NORTENHA,T.MARTINS,11,HIPODROMO COSTA DEL SOL,1800,ARENA
4_22-04-2011,BELIDO,8,7.0,61.0,J.E.JARCOVSKY,NORTENHA,J.CALDERON,3,HIPODROMO COSTA DEL SOL,2100,ARENA
1_16-07-2011,BELIDO,3,7.0,54.0,M.GOMES,NORTENHA,T.MARTINS,1,HIPODROMO COSTA DEL SOL,1800,ARENA
4_12-08-2011,BELIDO,10,7.0,53.0,R.NAYLOR,NORTENHA,T.MARTINS,9,HIPODROMO COSTA DEL SOL,2100,ARENA
4_02-07-2011,BELIDO,8,7.0,58.0,V.SANCHEZ,NORTENHA,T.MARTINS,3,HIPODROMO COSTA DEL SOL,2200,ARENA
3_07-06-2020,BELLA BARONESSA (GER),3,4.0,51.0,J.VELASQUEZ,ELSABLE,E.PUENTE,8,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
3_03-07-2020,BELLA BARONESSA (GER),1,4.0,55.0,N.DE.JULIAN,ELSABLE,E.PUENTE,9,HIPODROMO DE SAN SEBASTIAN,2200,HIERBA
4_21-08-2020,BELLA BARONESSA (GER),4,4.0,60.0,V.JANACEK,ELSABLE,E.PUENTE,8,HIPODROMO DE SAN SEBASTIAN,2000,HIERBA
1_12-08-2018,BELLA BARONESSA (GER),6,2.0,55.5,J.GELABERT,FEBANA,J.CALDERON,7,HIPODROMO DE SAN SEBASTIAN,1400,HIERBA
4_02-08-2020,BELLA CANARIAS (IRE),2,5.0,54.0,SRTA.MARTINEZ.L,ELSABLE,E.PUENTE,3,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
1_16-07-2017,BELLA CANARIAS (IRE),1,2.0,55.5,J.L.BORREGO,GRBOLAÑOSGRCANARIA,A.REMOLINA,2,HIPODROMO DE SAN SEBASTIAN,1300,HIERBA
5_20-06-2018,BELLA CANARIAS (IRE),2,3.0,56.5,V.JANACEK,GRBOLAÑOSGRCANARIA,A.REMOLINA,2,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
5_17-09-2017,BELLA CANARIAS (IRE),8,2.0,55.5,J.L.BORREGO,GRBOLAÑOSGRCANARIA,A.REMOLINA,2,HIPODROMO LA ZARZUELA,1400,HIERBA
4_26-03-2021,BELLA CANARIAS (IRE),1,6.0,56.5,M.HRUBOSOVA,MAIALIDADOR,J.OLIVEIRA,1,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
2_27-11-2020,BELLA CANARIAS (IRE),1,5.0,52.0,N.HRUBOSOVA,MAIALIDADOR,J.OLIVEIRA,1,HIPODROMO DE SAN SEBASTIAN,1500,HIERBA
2_17-04-2011,BELLA CANARIAS (IRE),5,3.0,55.5,R.NAYLOR,TRANSPORTESTRANSAIGUASL,J.C.MARTINEZ,13,HIPODROMO LA ZARZUELA,1400,HIERBA
5_18-03-2018,BELLA LUCI (IRE),10,3.0,56.0,O.O.URBINA,GRBOLAÑOSGRCANARIA,A.REMOLINA,8,HIPODROMO LA ZARZUELA,1400,HIERBA
4_09-07-2011,BELLA LUCI (IRE),2,3.0,55.5,M.S.SALOKANTO,TRANSPORTESTRANSAIGUASL,J.C.MARTINEZ,4,HIPODROMO COSTA DEL SOL,1300,ARENA
4_23-07-2011,BELLA LUCI (IRE),3,3.0,52.5,M.SECCI,TRANSPORTESTRANSAIGUASL,J.C.MARTINEZ,3,HIPODROMO COSTA DEL SOL,1200,ARENA
5_21-08-2011,BELLASIDE (IRE),2,4.0,56.5,J.L.MARTINEZ,GRBOLAÑOSGRCANARIA,E.LEON,6,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
2_27-05-2012,BELLASIDE (IRE),5,5.0,57.5,A.GOMEZ,GRBOLAÑOSGRCANARIA,E.LEON,4,HIPODROMO LA ZARZUELA,1600,HIERBA
5_09-10-2011,BELLASIDE (IRE),3,4.0,56.5,J.L.MARTINEZ,GRBOLAÑOSGRCANARIA,E.LEON,2,HIPODROMO LA ZARZUELA,1600,HIERBA
5_17-06-2012,BELLASIDE (IRE),4,5.0,57.0,J.L.MARTINEZ,GRBOLAÑOSGRCANARIA,E.LEON,2,HIPODROMO LA ZARZUELA,1600,HIERBA
5_19-06-2011,BELLASIDE (IRE),6,4.0,57.0,V.JANACEK,GRBOLAÑOSGRCANARIA,E.LEON,3,HIPODROMO LA ZARZUELA,1600,HIERBA
3_15-06-2019,BELLEPLANTE (FR),6,4.0,61.0,B.FAYOS,MHAMMEDKARIMINE,A.SOTO,5,HIPODROMO LA ZARZUELA,2200,HIERBA
4_31-03-2019,BELLEPLANTE (FR),8,4.0,62.0,J.GROSJEAN,MHAMMEDKARIMINE,A.SOTO,4,HIPODROMO LA ZARZUELA,2100,HIERBA
4_01-07-2021,BELLETTI (GB),5,3.0,54.5,D.FERREIRA,MANUPOLO,A.SANCHEZ.C,6,HIPODROMO LA ZARZUELA,1900,ARENA-FIBRA
3_05-06-2021,BELLETTI (GB),10,3.0,56.5,R.RAMOS,MANUPOLO,A.SANCHEZ.C,2,HIPODROMO LA ZARZUELA,1200,HIERBA
4_29-11-2015,BELLOTARANGER (IRE),7,3.0,61.0,A.GOMEZ,EXTREMEÑAOP,M.AUGELLI,3,HIPODROMO LA ZARZUELA,1000,HIERBA
2_14-07-2016,BELLOTARANGER (IRE),7,4.0,57.0,E.ARGUINZONES,EXTREMEÑAOP,M.AUGELLI,1,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
2_06-03-2016,BELLOTARANGER (IRE),7,4.0,59.5,V.JANACEK,EXTREMEÑAOP,M.AUGELLI,3,HIPODROMO LA ZARZUELA,1100,HIERBA
4_24-04-2016,BELLOTARANGER (IRE),11,4.0,54.5,A.GOMEZ,EXTREMEÑAOP,M.AUGELLI,2,HIPODROMO LA ZARZUELA,1400,HIERBA
3_23-10-2016,BELLOTARANGER (IRE),16,4.0,58.5,M.GOMES,EXTREMEÑAOP,M.AUGELLI,5,HIPODROMO LA ZARZUELA,1500,HIERBA
2_04-08-2016,BELLOTARANGER (IRE),2,4.0,54.0,R.SOUSA,EXTREMEÑAOP,M.AUGELLI,4,HIPODROMO LA ZARZUELA,1200,ARENA-FIBRA
4_24-06-2020,BELMONTE,9,5.0,56.5,I.MELGAREJO,ILPADRINO,J.LOPEZ,3,HIPODROMO DE SAN SEBASTIAN,1600,HIERBA
3_30-09-2018,BELMONTE,11,3.0,61.0,I.MELGAREJO,ILPADRINO,J.LOPEZ,6,HIPODROMO LA ZARZUELA,1600,HIERBA
