ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
3_24-11-2016;BRECHA;5;3;60;E.J. ARGUINZONES;YEGUADA CORTIÑAL;J.A. RODRIGUEZ;9;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_24-11-2016;SPARTAKISTE (IRE);1;3;60;R. RAMOS;ZEBRA;J. JIMENEZ;7;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_24-11-2016;CANFORD CROSSING (IRE);8;3;59,5;J.J. SALGUERO;LOS NIÑOS;J. SALGUERO;10;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_24-11-2016;TALENTUM (GB);6;4;58,5;C.A. LOAIZA;NANINA;J. CALDERON;11;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_24-11-2016;PERSIAN PINK;7;4;57,5;SR. SALGUERO, C.M. (56);YANKEE RACING;J. SALGUERO;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_24-11-2016;SKY BELLE (FR);3;4;57;N. SANTOS;STAR JOVEN;I. MENDES;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
3_24-11-2016;WRAMS PANDORA (SWE);11;6;57;J.E. JARCOVSKY;IVAN LOPEZ RACING;I. LOPEZ;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
4_24-11-2016;ALCANO;99;5;62;V. JANACEK;FLORINES;L. ENNOUNI;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;WEDGE (IRE);2;3;62;R. SOUSA;SAN ACACIO;O. ANAYA;12;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;MAN OF TIME (IRE);1;3;62;J.E. JARCOVSKY;SOÑADOR;I. LOPEZ;7;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;DUBROVNIK;3;6;61;B. FAYOS;YEGUADA LAS CUEVAS;J. CALDERON;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;DESTINO CANARIAS;5;3;60,5;E.J. ARGUINZONES;E. PEREZ GUZMAN;J.A. RODRIGUEZ;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;TIME OF ENGLAND (IRE);7;3;60,5;M. GOMES;DIOSCURI S.R.L.;M. TELLINI;11;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;RICHELIEU (FR);99;5;58;D. FERREIRA;CORVITE GALOP;T. MARTINS;10;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;ATREUS (GB);4;4;58;J.L. MARTINEZ (G. ROJA);SOÑADOR;I. LOPEZ;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;CAMP NOU (ITY);99;3;56,5;V.M VALENZUELA (54,5);O TORRON;T. MARTINS;8;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;MICKEY (GER);6;6;56,5;J. GELABERT;FRANCISCO SANTOS;F. SANTOS;9;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;PAT THE BUNNY;8;4;56;R. RAMOS;PALOMARES;J.A. RODRIGUEZ;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
4_24-11-2016;KAYAK;99;3;55,5;C.A. LOAIZA;SEVILLA;J. CALDERON;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1500;ARENA
;;;;;;;;;;;
ID;CABALLO;POSICION;EDAD;PESO;JINETE;CUADRA;PREPARADOR;CAJON;HIPODROMO;DISTANCIA;PISTA
5_24-11-2016;MINAEA (ITY);99;3;57,5;R. SOUSA;REAL LOVE;T. MARTINS;8;Gran Hipódromo de Andalucía Javier Piñar Hafner;1900;ARENA
5_24-11-2016;ANASSARETE (ITY);6;3;56,5;M. GOMES;DIOSCURI S.R.L.;M. TELLINI;5;Gran Hipódromo de Andalucía Javier Piñar Hafner;1900;ARENA
5_24-11-2016;GUITAR (FR);1;3;56;B. FAYOS;VIGURIA;J.M. OSORIO;9;Gran Hipódromo de Andalucía Javier Piñar Hafner;1900;ARENA
5_24-11-2016;ARMED AND READY (FR);8;3;55;M.A. NARVAEZ;EL BILLETERO;G. RODRIGUEZ;1;Gran Hipódromo de Andalucía Javier Piñar Hafner;1900;ARENA
5_24-11-2016;SIDON;5;3;55;E.J. ARGUINZONES;YEGUADA CORTIÑAL;J.A. RODRIGUEZ;3;Gran Hipódromo de Andalucía Javier Piñar Hafner;1900;ARENA
5_24-11-2016;FUN FOR ALL (GB);4;3;54,5;C.A. LOAIZA;LOS AMIGOS;I. LOPEZ;4;Gran Hipódromo de Andalucía Javier Piñar Hafner;1900;ARENA
5_24-11-2016;MIKRO POLEMISTIS (IRE);3;3;54,5;J. GELABERT;BOLAK;M. AUGELLI;2;Gran Hipódromo de Andalucía Javier Piñar Hafner;1900;ARENA
5_24-11-2016;LADY MADIBA (FR);2;3;53,5;V. JANACEK (54,5);ALTAMIRA;A. NUÑEZ;7;Gran Hipódromo de Andalucía Javier Piñar Hafner;1900;ARENA
5_24-11-2016;PEPA STAR;7;3;53,5;J.L. MARTINEZ;ARENENSE;C. FERNANDEZ;6;Gran Hipódromo de Andalucía Javier Piñar Hafner;1900;ARENA
;;;;;;;;;;;
